issue_key,s2r_label,reason,status,model,prompt_version,input_tokens,cached_input_tokens,output_tokens,total_tokens,cost_usd,timestamp,raw_response
MC-300789,Non-Executable,"The report states a symptom of floating vines without providing specific actions or conditions to reproduce the issue, making it unclear how to trigger it.",valid_json,gpt-4o-mini-2024-07-18,v2,550,0,57,607,0.00011670,2026-07-02T21:33:02,"{
  ""issue_key"": ""MC-300789"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states a symptom of floating vines without providing specific actions or conditions to reproduce the issue, making it unclear how to trigger it.""
}"
MC-300792,Non-Executable,The report describes a symptom of the camera shaking but does not provide enough concrete information about the setup or the specific conditions that trigger the issue.,valid_json,gpt-4o-mini-2024-07-18,v2,566,0,58,624,0.00011970,2026-07-02T21:33:04,"{
  ""issue_key"": ""MC-300792"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of the camera shaking but does not provide enough concrete information about the setup or the specific conditions that trigger the issue.""
}"
MC-300793,Non-Executable,The report states a symptom of not gaining experience after dying but does not provide specific actions or conditions that would allow another person to reproduce the issue.,valid_json,gpt-4o-mini-2024-07-18,v2,574,0,59,633,0.00012150,2026-07-02T21:33:05,"{
  ""issue_key"": ""MC-300793"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states a symptom of not gaining experience after dying but does not provide specific actions or conditions that would allow another person to reproduce the issue.""
}"
MC-300806,Non-Executable,"The report describes a situation without providing specific actions to reproduce the issue, making it unclear how to trigger the problem.",valid_json,gpt-4o-mini-2024-07-18,v2,589,0,53,642,0.00012015,2026-07-02T21:33:07,"{
  ""issue_key"": ""MC-300806"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a situation without providing specific actions to reproduce the issue, making it unclear how to trigger the problem.""
}"
MC-300807,Executable,"The report provides clear steps to reproduce the issue, including running the data generator and searching for specific block type IDs in the output.",valid_json,gpt-4o-mini-2024-07-18,v2,755,0,54,809,0.00014565,2026-07-02T21:33:10,"{
  ""issue_key"": ""MC-300807"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear steps to reproduce the issue, including running the data generator and searching for specific block type IDs in the output.""
}"
MC-300809,Executable,"The report describes a specific action (putting a block in the inventory) and the observed incorrect behavior (unable to remove it unless dragging back), providing enough context for reproduction.",valid_json,gpt-4o-mini-2024-07-18,v2,606,0,63,669,0.00012870,2026-07-02T21:33:11,"{
  ""issue_key"": ""MC-300809"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report describes a specific action (putting a block in the inventory) and the observed incorrect behavior (unable to remove it unless dragging back), providing enough context for reproduction.""
}"
MC-300815,Non-Executable,"The report describes a symptom of the issue (the Soul Lantern not showing up) but does not provide clear steps or actions that can be taken to reproduce the problem, such as the specific crafting process or any relevant setup.",valid_json,gpt-4o-mini-2024-07-18,v2,580,0,74,654,0.00013140,2026-07-02T21:33:14,"{
  ""issue_key"": ""MC-300815"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of the issue (the Soul Lantern not showing up) but does not provide clear steps or actions that can be taken to reproduce the problem, such as the specific crafting process or any relevant setup.""
}"
MC-300836,Executable,"The report provides a clear action (going to sleep in the bed) and describes the observed incorrect behavior (bed being occupied) after a specific event (power outage and re-logging), allowing others to reasonably attempt to reproduce the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,617,0,75,692,0.00013755,2026-07-02T21:33:16,"{
  ""issue_key"": ""MC-300836"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides a clear action (going to sleep in the bed) and describes the observed incorrect behavior (bed being occupied) after a specific event (power outage and re-logging), allowing others to reasonably attempt to reproduce the bug.""
}"
MC-300843,Non-Executable,"The report describes a symptom of the issue (locator bar glitching) but does not provide specific actions or conditions to reproduce the bug, such as how to sit beside a person on a happy ghast.",valid_json,gpt-4o-mini-2024-07-18,v2,577,0,71,648,0.00012915,2026-07-02T21:33:18,"{
  ""issue_key"": ""MC-300843"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of the issue (locator bar glitching) but does not provide specific actions or conditions to reproduce the bug, such as how to sit beside a person on a happy ghast.""
}"
MC-300844,Non-Executable,The report describes a visual issue with the skeleton's bow but does not provide any specific actions or conditions to reproduce the bug.,valid_json,gpt-4o-mini-2024-07-18,v2,549,0,55,604,0.00011535,2026-07-02T21:33:21,"{
  ""issue_key"": ""MC-300844"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a visual issue with the skeleton's bow but does not provide any specific actions or conditions to reproduce the bug.""
}"
MC-300845,Non-Executable,"The report states a symptom of being stuck on the loading screen but does not provide specific actions or conditions that lead to this issue, making it unclear how to reproduce the problem.",valid_json,gpt-4o-mini-2024-07-18,v2,570,0,65,635,0.00012450,2026-07-02T21:33:23,"{
  ""issue_key"": ""MC-300845"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states a symptom of being stuck on the loading screen but does not provide specific actions or conditions that lead to this issue, making it unclear how to reproduce the problem.""
}"
MC-300851,Executable,"The report provides a concrete action of leading an angry wolf with a sheep nearby and specifies the context of trying to lead the wolf to a fence post, which allows for reproduction of the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,560,0,66,626,0.00012360,2026-07-02T21:33:25,"{
  ""issue_key"": ""MC-300851"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides a concrete action of leading an angry wolf with a sheep nearby and specifies the context of trying to lead the wolf to a fence post, which allows for reproduction of the bug.""
}"
MC-300860,Non-Executable,"The report describes a situation where the user was holding the scroll wheel and experienced unexpected behavior, but it lacks clear, concrete steps or actions that can be followed to reproduce the issue. The description is vague and does not specify the exact conditions or actions needed to trigger the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,655,0,85,740,0.00014925,2026-07-02T21:33:28,"{
  ""issue_key"": ""MC-300860"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a situation where the user was holding the scroll wheel and experienced unexpected behavior, but it lacks clear, concrete steps or actions that can be followed to reproduce the issue. The description is vague and does not specify the exact conditions or actions needed to trigger the bug.""
}"
MC-300861,Non-Executable,"The report describes a symptom of the issue (infinite blocks) but does not provide specific actions or conditions to reproduce the bug, making it unclear how to trigger the behavior.",valid_json,gpt-4o-mini-2024-07-18,v2,561,0,65,626,0.00012315,2026-07-02T21:33:30,"{
  ""issue_key"": ""MC-300861"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of the issue (infinite blocks) but does not provide specific actions or conditions to reproduce the bug, making it unclear how to trigger the behavior.""
}"
MC-300872,Executable,"The report provides a concrete action (attacking another player while sprinting) and describes the observed incorrect behavior (sprint speed reduced to walking speed), allowing others to reasonably attempt to reproduce the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,631,0,68,699,0.00013545,2026-07-02T21:33:33,"{
  ""issue_key"": ""MC-300872"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides a concrete action (attacking another player while sprinting) and describes the observed incorrect behavior (sprint speed reduced to walking speed), allowing others to reasonably attempt to reproduce the bug.""
}"
MC-300874,Executable,"The report provides a concrete action (player punches a mob and has a tamed wolf) that triggers the observed behavior (mobs turning to look at the wolf), allowing another person to reasonably attempt to reproduce the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,599,0,72,671,0.00013305,2026-07-02T21:33:35,"{
  ""issue_key"": ""MC-300874"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides a concrete action (player punches a mob and has a tamed wolf) that triggers the observed behavior (mobs turning to look at the wolf), allowing another person to reasonably attempt to reproduce the bug.""
}"
MC-300875,Non-Executable,The report states a symptom (Piglin Brutes not aggravated) without providing specific actions or context on how to reproduce the issue.,valid_json,gpt-4o-mini-2024-07-18,v2,552,0,56,608,0.00011640,2026-07-02T21:33:38,"{
  ""issue_key"": ""MC-300875"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states a symptom (Piglin Brutes not aggravated) without providing specific actions or context on how to reproduce the issue.""
}"
MC-300876,Non-Executable,"The report describes symptoms of the issue without providing specific actions or conditions to reproduce the bug, making it unclear how to trigger the different world generation.",valid_json,gpt-4o-mini-2024-07-18,v2,605,0,59,664,0.00012615,2026-07-02T21:33:39,"{
  ""issue_key"": ""MC-300876"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes symptoms of the issue without providing specific actions or conditions to reproduce the bug, making it unclear how to trigger the different world generation.""
}"
MC-300877,Non-Executable,The report states a symptom (experience not counted) without providing specific actions or context on how to reproduce the issue when mining quartz.,valid_json,gpt-4o-mini-2024-07-18,v2,559,0,56,615,0.00011745,2026-07-02T21:33:42,"{
  ""issue_key"": ""MC-300877"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states a symptom (experience not counted) without providing specific actions or context on how to reproduce the issue when mining quartz.""
}"
MC-300881,Non-Executable,"The report describes a symptom of the issue (the widget is no longer interactive) but does not provide specific actions or conditions to reproduce the problem, making it unclear how to trigger the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,588,0,68,656,0.00012900,2026-07-02T21:33:44,"{
  ""issue_key"": ""MC-300881"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of the issue (the widget is no longer interactive) but does not provide specific actions or conditions to reproduce the problem, making it unclear how to trigger the bug.""
}"
MC-300886,Non-Executable,"The report states the symptom of not being able to fly in creative mode but does not provide specific actions or conditions that trigger the issue, making it unclear how to reproduce the problem.",valid_json,gpt-4o-mini-2024-07-18,v2,592,0,66,658,0.00012840,2026-07-02T21:33:46,"{
  ""issue_key"": ""MC-300886"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states the symptom of not being able to fly in creative mode but does not provide specific actions or conditions that trigger the issue, making it unclear how to reproduce the problem.""
}"
MC-300889,Non-Executable,"The report states that a pumpkin can be carved with any object but does not provide specific steps or actions to reproduce the issue, making it unclear how to trigger the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,580,0,64,644,0.00012540,2026-07-02T21:33:49,"{
  ""issue_key"": ""MC-300889"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states that a pumpkin can be carved with any object but does not provide specific steps or actions to reproduce the issue, making it unclear how to trigger the bug.""
}"
MC-300891,Non-Executable,The report states a symptom without providing specific actions or conditions to reproduce the issue with the music disc and jukebox.,valid_json,gpt-4o-mini-2024-07-18,v2,567,0,53,620,0.00011685,2026-07-02T21:33:51,"{
  ""issue_key"": ""MC-300891"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states a symptom without providing specific actions or conditions to reproduce the issue with the music disc and jukebox.""
}"
MC-300894,Executable,"The report provides a clear action (equipping harness and using a command to set age) that triggers the issue, along with a description of the observed incorrect behavior.",valid_json,gpt-4o-mini-2024-07-18,v2,657,0,61,718,0.00013515,2026-07-02T21:33:53,"{
  ""issue_key"": ""MC-300894"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides a clear action (equipping harness and using a command to set age) that triggers the issue, along with a description of the observed incorrect behavior.""
}"
MC-300898,Non-Executable,"The report states a symptom of the issue (Netherite armor appearing as Diamond) but does not provide any specific user action or context that triggers this behavior, making it impossible to reproduce.",valid_json,gpt-4o-mini-2024-07-18,v2,582,0,68,650,0.00012810,2026-07-02T21:33:55,"{
  ""issue_key"": ""MC-300898"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states a symptom of the issue (Netherite armor appearing as Diamond) but does not provide any specific user action or context that triggers this behavior, making it impossible to reproduce.""
}"
MC-300902,Non-Executable,"The report describes a symptom of the issue but does not provide clear steps or actions to reproduce the bug, such as how to modify the title name or the specific conditions under which the issue occurs.",valid_json,gpt-4o-mini-2024-07-18,v2,588,0,69,657,0.00012960,2026-07-02T21:33:57,"{
  ""issue_key"": ""MC-300902"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of the issue but does not provide clear steps or actions to reproduce the bug, such as how to modify the title name or the specific conditions under which the issue occurs.""
}"
MC-300903,Executable,The report provides a clear context of the setup with the Copper Golem and describes specific actions taken (placing diamonds in chests) that lead to the observed incorrect behavior (golem not depositing items correctly). This allows another person to reasonably attempt to reproduce the bug.,valid_json,gpt-4o-mini-2024-07-18,v2,800,0,81,881,0.00016860,2026-07-02T21:33:59,"{
  ""issue_key"": ""MC-300903"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides a clear context of the setup with the Copper Golem and describes specific actions taken (placing diamonds in chests) that lead to the observed incorrect behavior (golem not depositing items correctly). This allows another person to reasonably attempt to reproduce the bug.""
}"
MC-300905,Non-Executable,"The report does not provide concrete steps or actions to reproduce the bug, only stating that items can disappear from a hopper without explaining how to trigger the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,661,0,61,722,0.00013575,2026-07-02T21:34:02,"{
  ""issue_key"": ""MC-300905"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report does not provide concrete steps or actions to reproduce the bug, only stating that items can disappear from a hopper without explaining how to trigger the issue.""
}"
MC-300915,Executable,"The report provides a clear sequence of actions involving creating a Nether Portal, entering and exiting it, and describes the observed behavior of the portal unlinking, which allows another person to reasonably attempt to reproduce the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,716,0,70,786,0.00014940,2026-07-02T21:34:04,"{
  ""issue_key"": ""MC-300915"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides a clear sequence of actions involving creating a Nether Portal, entering and exiting it, and describes the observed behavior of the portal unlinking, which allows another person to reasonably attempt to reproduce the bug.""
}"
MC-300925,Executable,"The report provides a clear action to set up an environment with a copper golem and a copper chest, and describes the user action of entering spectator mode and viewing the chest, which triggers the observed incorrect behavior.",valid_json,gpt-4o-mini-2024-07-18,v2,727,0,70,797,0.00015105,2026-07-02T21:34:07,"{
  ""issue_key"": ""MC-300925"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides a clear action to set up an environment with a copper golem and a copper chest, and describes the user action of entering spectator mode and viewing the chest, which triggers the observed incorrect behavior.""
}"
MC-300927,Non-Executable,"The report describes symptoms of the issue but does not provide specific actions or conditions that trigger the problem, making it impossible for another person to reproduce the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,594,0,61,655,0.00012570,2026-07-02T21:34:09,"{
  ""issue_key"": ""MC-300927"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes symptoms of the issue but does not provide specific actions or conditions that trigger the problem, making it impossible for another person to reproduce the bug.""
}"
MC-300934,Non-Executable,"The report describes a symptom of the issue (game restart) but does not provide clear, actionable steps or context on how to reproduce the bug, such as specific actions taken before the restart.",valid_json,gpt-4o-mini-2024-07-18,v2,614,0,68,682,0.00013290,2026-07-02T21:34:12,"{
  ""issue_key"": ""MC-300934"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of the issue (game restart) but does not provide clear, actionable steps or context on how to reproduce the bug, such as specific actions taken before the restart.""
}"
MC-300935,Executable,"The report provides a concrete action of placing a redstone torch attached to a block above the thrower or launcher, which can be reasonably followed to reproduce the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,614,0,61,675,0.00012870,2026-07-02T21:34:14,"{
  ""issue_key"": ""MC-300935"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides a concrete action of placing a redstone torch attached to a block above the thrower or launcher, which can be reasonably followed to reproduce the issue.""
}"
MC-300937,Non-Executable,"The report states a symptom of the achievement not unlocking but does not provide specific actions or conditions that lead to this issue, making it impossible to reproduce.",valid_json,gpt-4o-mini-2024-07-18,v2,592,0,60,652,0.00012480,2026-07-02T21:34:16,"{
  ""issue_key"": ""MC-300937"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states a symptom of the achievement not unlocking but does not provide specific actions or conditions that lead to this issue, making it impossible to reproduce.""
}"
MC-300943,Non-Executable,"The report states a symptom without providing a clear action or context on how to trigger the issue, making it impossible to reproduce.",valid_json,gpt-4o-mini-2024-07-18,v2,567,0,55,622,0.00011805,2026-07-02T21:34:18,"{
  ""issue_key"": ""MC-300943"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states a symptom without providing a clear action or context on how to trigger the issue, making it impossible to reproduce.""
}"
MC-300953,Non-Executable,"The report describes a performance issue but does not provide specific steps or actions to reproduce the problem, making it unclear how to trigger the fps drop.",valid_json,gpt-4o-mini-2024-07-18,v2,653,0,59,712,0.00013335,2026-07-02T21:34:20,"{
  ""issue_key"": ""MC-300953"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a performance issue but does not provide specific steps or actions to reproduce the problem, making it unclear how to trigger the fps drop.""
}"
MC-300957,Non-Executable,"The report states that the game is frozen and chunks are not loading, but it does not provide any specific actions or conditions that trigger this issue, making it impossible to reproduce.",valid_json,gpt-4o-mini-2024-07-18,v2,552,0,65,617,0.00012180,2026-07-02T21:34:22,"{
  ""issue_key"": ""MC-300957"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states that the game is frozen and chunks are not loading, but it does not provide any specific actions or conditions that trigger this issue, making it impossible to reproduce.""
}"
MC-300962,Executable,"The report provides a clear action (swapping items in the inventory) and describes the specific conditions under which the bug occurs, allowing others to reproduce the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,652,0,60,712,0.00013380,2026-07-02T21:34:25,"{
  ""issue_key"": ""MC-300962"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides a clear action (swapping items in the inventory) and describes the specific conditions under which the bug occurs, allowing others to reproduce the issue.""
}"
MC-300973,Executable,"The report provides a concrete action (using the command 'tick sprint 3d') and describes the observed incorrect behavior (the copper golem is not oxidizing), allowing another person to attempt to reproduce the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,581,0,71,652,0.00012975,2026-07-02T21:34:27,"{
  ""issue_key"": ""MC-300973"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides a concrete action (using the command 'tick sprint 3d') and describes the observed incorrect behavior (the copper golem is not oxidizing), allowing another person to attempt to reproduce the bug.""
}"
MC-300980,Non-Executable,The report states a symptom (the game toggles when set to hold sneak) without providing specific actions or context on how to reproduce the issue.,valid_json,gpt-4o-mini-2024-07-18,v2,572,0,59,631,0.00012120,2026-07-02T21:34:30,"{
  ""issue_key"": ""MC-300980"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states a symptom (the game toggles when set to hold sneak) without providing specific actions or context on how to reproduce the issue.""
}"
MC-300998,Non-Executable,"The report does not provide any concrete information about the context, user action, or observed behavior, making it impossible to reproduce the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,537,0,57,594,0.00011475,2026-07-02T21:34:33,"{
  ""issue_key"": ""MC-300998"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report does not provide any concrete information about the context, user action, or observed behavior, making it impossible to reproduce the bug.""
}"
MC-301008,Executable,"The report provides concrete actions and code examples that demonstrate how to trigger the issue, along with the expected and observed behaviors.",valid_json,gpt-4o-mini-2024-07-18,v2,799,0,52,851,0.00015105,2026-07-02T21:34:36,"{
  ""issue_key"": ""MC-301008"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides concrete actions and code examples that demonstrate how to trigger the issue, along with the expected and observed behaviors.""
}"
MC-301018,Non-Executable,The report states a symptom without providing any concrete actions or conditions to trigger the issue.,valid_json,gpt-4o-mini-2024-07-18,v2,557,0,47,604,0.00011175,2026-07-02T21:34:38,"{
  ""issue_key"": ""MC-301018"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states a symptom without providing any concrete actions or conditions to trigger the issue.""
}"
MC-301045,Executable,"The report provides a clear action to join a java multiplayer server with resource/texture packs enabled and describes the expected observation of glitches, making it possible for others to reproduce the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,746,0,64,810,0.00015030,2026-07-02T21:34:40,"{
  ""issue_key"": ""MC-301045"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides a clear action to join a java multiplayer server with resource/texture packs enabled and describes the expected observation of glitches, making it possible for others to reproduce the issue.""
}"
MC-301046,Non-Executable,The report only states an error message without providing any concrete steps or actions to reproduce the issue.,valid_json,gpt-4o-mini-2024-07-18,v2,656,0,49,705,0.00012780,2026-07-02T21:34:42,"{
  ""issue_key"": ""MC-301046"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report only states an error message without providing any concrete steps or actions to reproduce the issue.""
}"
MC-301052,Non-Executable,"The report describes an issue with the festive mashup pack but does not provide specific actions or conditions to reproduce the problem, making it unclear how to trigger the observed incorrect behavior.",valid_json,gpt-4o-mini-2024-07-18,v2,585,0,65,650,0.00012675,2026-07-02T21:34:44,"{
  ""issue_key"": ""MC-301052"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes an issue with the festive mashup pack but does not provide specific actions or conditions to reproduce the problem, making it unclear how to trigger the observed incorrect behavior.""
}"
MC-301059,Non-Executable,"The report describes the symptom of torches disappearing but does not provide specific actions or conditions to reproduce the issue, making it unclear how to trigger the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,588,0,61,649,0.00012480,2026-07-02T21:34:46,"{
  ""issue_key"": ""MC-301059"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes the symptom of torches disappearing but does not provide specific actions or conditions to reproduce the issue, making it unclear how to trigger the bug.""
}"
MC-301071,Non-Executable,The report states the symptom of the bug (incorrect sound) but does not provide specific actions or context for reproducing the issue.,valid_json,gpt-4o-mini-2024-07-18,v2,561,0,56,617,0.00011775,2026-07-02T21:34:49,"{
  ""issue_key"": ""MC-301071"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states the symptom of the bug (incorrect sound) but does not provide specific actions or context for reproducing the issue.""
}"
MC-301073,Executable,"The report provides a concrete action (using a lead on a boat with villagers) and describes the observed incorrect behavior (the iron golem being triggered and charging), allowing another person to reasonably attempt to reproduce the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,611,0,71,682,0.00013425,2026-07-02T21:34:51,"{
  ""issue_key"": ""MC-301073"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides a concrete action (using a lead on a boat with villagers) and describes the observed incorrect behavior (the iron golem being triggered and charging), allowing another person to reasonably attempt to reproduce the bug.""
}"
MC-301076,Non-Executable,"The report states a symptom (not seeing days or biomes) without providing concrete actions or conditions that trigger this issue, making it impossible to reproduce.",valid_json,gpt-4o-mini-2024-07-18,v2,565,0,60,625,0.00012075,2026-07-02T21:34:53,"{
  ""issue_key"": ""MC-301076"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states a symptom (not seeing days or biomes) without providing concrete actions or conditions that trigger this issue, making it impossible to reproduce.""
}"
MC-301106,Non-Executable,"The report states a symptom (the lead disappears) without providing specific actions or conditions that lead to this behavior, making it unclear how to reproduce the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,573,0,61,634,0.00012255,2026-07-02T21:34:55,"{
  ""issue_key"": ""MC-301106"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states a symptom (the lead disappears) without providing specific actions or conditions that lead to this behavior, making it unclear how to reproduce the issue.""
}"
MC-301108,Executable,The report provides a clear action (starting to enchant without selecting an enchant) and describes the conditions (disconnecting or getting kicked) that lead to the observed behavior (deletion of items and lapis).,valid_json,gpt-4o-mini-2024-07-18,v2,599,0,70,669,0.00013185,2026-07-02T21:34:57,"{
  ""issue_key"": ""MC-301108"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides a clear action (starting to enchant without selecting an enchant) and describes the conditions (disconnecting or getting kicked) that lead to the observed behavior (deletion of items and lapis).""
}"
MC-301109,Non-Executable,"The report describes a symptom of the bug (duplicate items) but does not provide clear, actionable steps to reproduce the issue, such as specific actions or conditions that lead to the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,586,0,67,653,0.00012810,2026-07-02T21:35:00,"{
  ""issue_key"": ""MC-301109"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of the bug (duplicate items) but does not provide clear, actionable steps to reproduce the issue, such as specific actions or conditions that lead to the bug.""
}"
MC-301111,Non-Executable,"The report states that breaking an end portal does not destroy it, but it does not provide specific steps or context on how to reproduce the action of breaking the portal or the conditions under which this occurs.",valid_json,gpt-4o-mini-2024-07-18,v2,575,0,70,645,0.00012825,2026-07-02T21:35:02,"{
  ""issue_key"": ""MC-301111"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states that breaking an end portal does not destroy it, but it does not provide specific steps or context on how to reproduce the action of breaking the portal or the conditions under which this occurs.""
}"
MC-301117,Non-Executable,"The report lists items and actions but does not provide clear, concrete steps or context on how to reproduce the issue with the Copper Golem, making it vague and non-executable.",valid_json,gpt-4o-mini-2024-07-18,v2,675,0,66,741,0.00014085,2026-07-02T21:35:05,"{
  ""issue_key"": ""MC-301117"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report lists items and actions but does not provide clear, concrete steps or context on how to reproduce the issue with the Copper Golem, making it vague and non-executable.""
}"
MC-301122,Non-Executable,"The report describes the issue with the green player dot on maps but does not provide specific steps or actions to reproduce the problem, making it unclear how to trigger the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,583,0,64,647,0.00012585,2026-07-02T21:35:07,"{
  ""issue_key"": ""MC-301122"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes the issue with the green player dot on maps but does not provide specific steps or actions to reproduce the problem, making it unclear how to trigger the bug.""
}"
MC-301125,Non-Executable,"The report states symptoms of being unable to mine or place blocks but does not provide any concrete actions or conditions that trigger this issue, making it impossible to reproduce.",valid_json,gpt-4o-mini-2024-07-18,v2,567,0,62,629,0.00012225,2026-07-02T21:35:09,"{
  ""issue_key"": ""MC-301125"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states symptoms of being unable to mine or place blocks but does not provide any concrete actions or conditions that trigger this issue, making it impossible to reproduce.""
}"
MC-301128,Non-Executable,"The report describes a symptom of the issue (mouse not clicking) but does not provide specific actions or conditions that lead to this behavior, making it impossible for someone else to reproduce the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,590,0,68,658,0.00012930,2026-07-02T21:35:12,"{
  ""issue_key"": ""MC-301128"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of the issue (mouse not clicking) but does not provide specific actions or conditions that lead to this behavior, making it impossible for someone else to reproduce the bug.""
}"
MC-301131,Non-Executable,"The report states that spiders float in certain biomes but does not provide specific steps or actions to reproduce the issue, making it unclear how to trigger the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,547,0,62,609,0.00011925,2026-07-02T21:35:14,"{
  ""issue_key"": ""MC-301131"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states that spiders float in certain biomes but does not provide specific steps or actions to reproduce the issue, making it unclear how to trigger the bug.""
}"
MC-301132,Non-Executable,"The report describes a symptom of not receiving items but does not provide clear steps or actions to reproduce the issue, making it vague and non-executable.",valid_json,gpt-4o-mini-2024-07-18,v2,609,0,60,669,0.00012735,2026-07-02T21:35:16,"{
  ""issue_key"": ""MC-301132"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of not receiving items but does not provide clear steps or actions to reproduce the issue, making it vague and non-executable.""
}"
