"issue_key","s2r_label","reason","s2r_reproducibility","s2r_validity","s2r_failure_type","s2r_reason","expected_behavior_presence","expected_behavior_quality","expected_behavior_reason","observed_behavior_presence","observed_behavior_quality","observed_behavior_reason","overall_reason","status","model","prompt_version","input_tokens","cached_input_tokens","output_tokens","total_tokens","cost_usd","timestamp","raw_response"
"MC-300875","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and actions to observe the intended behavior.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and actions to observe the intended behavior.","Present","Accurate","The expected behavior is clearly defined and aligns with the established mechanics of Piglins and Piglin Brutes in Minecraft.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of the bug without requiring assumptions.","The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, all of which are clear and aligned with Minecraft mechanics.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4380","0","225","4605","0.00079200","2026-07-10T16:57:26","{
  ""issue_key"": ""MC-300875"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and actions to observe the intended behavior.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with the established mechanics of Piglins and Piglin Brutes in Minecraft.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of the bug without requiring assumptions.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, all of which are clear and aligned with Minecraft mechanics.""
}"
"MC-300876","Executable","The steps provide a clear and actionable path to reproduce the issue of inconsistent world generation using the same seed.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the issue of inconsistent world generation using the same seed.","Present","Accurate","The expected behavior is clearly defined, stating that identical seeds should produce consistent terrain and structure generation.","Present","Sufficient","The observed behavior is detailed, explaining the inconsistencies in tree placement, stronghold locations, and structural collisions.","The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed inconsistencies, making it a comprehensive and actionable report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4532","0","219","4751","0.00081120","2026-07-10T16:57:30","{
  ""issue_key"": ""MC-300876"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the issue of inconsistent world generation using the same seed.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined, stating that identical seeds should produce consistent terrain and structure generation.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed, explaining the inconsistencies in tree placement, stronghold locations, and structural collisions.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed inconsistencies, making it a comprehensive and actionable report.""
}"
"MC-300877","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.","Present","Accurate","The expected behavior is clearly defined and aligns with Minecraft mechanics regarding experience gain from mining quartz.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, all of which align with the original issue intent.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4349","0","210","4559","0.00077835","2026-07-10T16:57:37","{
  ""issue_key"": ""MC-300877"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with Minecraft mechanics regarding experience gain from mining quartz.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, all of which align with the original issue intent.""
}"
"MC-300881","Executable","The steps provide a clear and actionable path to reproduce the issue with the skin preview widget, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the issue with the skin preview widget, requiring only general game knowledge.","Present","Accurate","The expected behavior is clearly defined, aligning with the intended functionality of the skin preview widget in Minecraft.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of the bug, clearly stating the lack of interactivity with the skin preview widget.","The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, making it a well-structured bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4333","0","229","4562","0.00078735","2026-07-10T16:57:41","{
  ""issue_key"": ""MC-300881"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the issue with the skin preview widget, requiring only general game knowledge.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined, aligning with the intended functionality of the skin preview widget in Minecraft.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of the bug, clearly stating the lack of interactivity with the skin preview widget.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, making it a well-structured bug report.""
}"
"MC-300886","Executable","The steps provide a clear and actionable path to reproduce the issue of not being able to fly in Creative mode, aligning with the original report's intent.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the issue of not being able to fly in Creative mode, aligning with the original report's intent.","Present","Accurate","The expected behavior is clearly defined and aligns with Minecraft mechanics regarding flying in Creative mode.","Present","Sufficient","The observed behavior is detailed enough to understand that the player can only jump instead of flying, which matches the reported issue.","The report effectively captures the issue of flying in Creative mode, providing clear steps, expected outcomes, and observed results.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4308","0","222","4530","0.00077940","2026-07-10T16:57:45","{
  ""issue_key"": ""MC-300886"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the issue of not being able to fly in Creative mode, aligning with the original report's intent.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with Minecraft mechanics regarding flying in Creative mode.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand that the player can only jump instead of flying, which matches the reported issue.""
  },
  ""overall_reason"": ""The report effectively captures the issue of flying in Creative mode, providing clear steps, expected outcomes, and observed results.""
}"
"MC-300889","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected outcome.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected outcome.","Present","Accurate","The expected behavior is clearly defined, stating that only shears should be able to carve pumpkins, which aligns with previous game mechanics.","Present","Sufficient","The observed behavior is well described, indicating that pumpkins can be carved with any item, which is a clear deviation from expected mechanics.","The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, all of which are aligned with the original issue intent.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4306","0","234","4540","0.00078630","2026-07-10T16:57:49","{
  ""issue_key"": ""MC-300889"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected outcome.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined, stating that only shears should be able to carve pumpkins, which aligns with previous game mechanics.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is well described, indicating that pumpkins can be carved with any item, which is a clear deviation from expected mechanics.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, all of which are aligned with the original issue intent.""
}"
"MC-300891","Non-Executable","The report does not explicitly establish the playback state being tested, which is critical for reproducing the issue with the jukebox and the 'Tears' music disc.","Irreproducible","Not Applicable","Missing Information","The report does not explicitly establish the playback state being tested, which is critical for reproducing the issue with the jukebox and the 'Tears' music disc.","Present","Accurate","The expected behavior is clearly defined and aligns with the mechanics of how jukeboxes should function with music discs.","Present","Sufficient","The observed behavior is detailed enough to understand that the jukebox does not change its state or emit particles when the 'Tears' disc is played.","While the expected and observed behaviors are well-defined, the steps to reproduce the bug are not executable due to missing critical information about the playback state.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4238","0","247","4485","0.00078390","2026-07-10T16:57:53","{
  ""issue_key"": ""MC-300891"",
  ""steps_to_reproduce"": {
    ""label"": ""Non-Executable"",
    ""reproducibility"": ""Irreproducible"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Missing Information"",
    ""reason"": ""The report does not explicitly establish the playback state being tested, which is critical for reproducing the issue with the jukebox and the 'Tears' music disc.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with the mechanics of how jukeboxes should function with music discs.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand that the jukebox does not change its state or emit particles when the 'Tears' disc is played.""
  },
  ""overall_reason"": ""While the expected and observed behaviors are well-defined, the steps to reproduce the bug are not executable due to missing critical information about the playback state."" 
}"
"MC-300894","Executable","The steps provided are clear and actionable, allowing a tester to reproduce the intended bug without missing critical information.","Not Assessed","Not Applicable","Not Applicable","The steps provided are clear and actionable, allowing a tester to reproduce the intended bug without missing critical information.","Present","Accurate","The expected behavior is clearly defined, aligning with the mechanics of the game regarding the visibility and scaling of the harness on the Baby Happy Ghast.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcomes related to the harness layer's disappearance and incorrect scaling.","The report provides a complete and clear reproduction path, expected outcomes, and observed results, making it a well-structured bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4553","0","226","4779","0.00081855","2026-07-10T16:57:57","{
  ""issue_key"": ""MC-300894"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provided are clear and actionable, allowing a tester to reproduce the intended bug without missing critical information.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined, aligning with the mechanics of the game regarding the visibility and scaling of the harness on the Baby Happy Ghast.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcomes related to the harness layer's disappearance and incorrect scaling.""
  },
  ""overall_reason"": ""The report provides a complete and clear reproduction path, expected outcomes, and observed results, making it a well-structured bug report.""
}"
"MC-300898","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Present","Accurate","The expected behavior is clearly defined and aligns with the game's mechanics regarding armor appearance.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, all of which are clear and aligned with the original issue intent.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4335","0","211","4546","0.00077685","2026-07-10T16:58:00","{
  ""issue_key"": ""MC-300898"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with the game's mechanics regarding armor appearance.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, all of which are clear and aligned with the original issue intent.""
}"
"MC-300902","Executable","The steps provide a clear and concrete path to reproduce the issue, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and concrete path to reproduce the issue, requiring only general game knowledge.","Present","Accurate","The expected behavior is clearly defined and aligns with the intended functionality of the anvil interface.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.","The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, all of which are clear and aligned with the original issue intent.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4308","0","215","4523","0.00077520","2026-07-10T16:58:04","{
  ""issue_key"": ""MC-300902"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and concrete path to reproduce the issue, requiring only general game knowledge.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with the intended functionality of the anvil interface.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, all of which are clear and aligned with the original issue intent.""
}"
"MC-300903","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected observations.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected observations.","Present","Accurate","The expected behavior is clearly defined and aligns with the intended functionality of the Copper Golem in Minecraft.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of the bug without requiring assumptions.","The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, making it a well-structured bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4997","0","218","5215","0.00088035","2026-07-10T16:58:10","{
  ""issue_key"": ""MC-300903"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected observations.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with the intended functionality of the Copper Golem in Minecraft.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of the bug without requiring assumptions.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, making it a well-structured bug report.""
}"
"MC-300905","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.","Present","Accurate","The expected behavior is clearly defined and aligns with Minecraft mechanics regarding item transfer between hoppers.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a comprehensive and actionable report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4530","0","208","4738","0.00080430","2026-07-10T16:58:14","{
  ""issue_key"": ""MC-300905"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with Minecraft mechanics regarding item transfer between hoppers.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a comprehensive and actionable report.""
}"
"MC-300915","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary actions and expected outcomes without requiring additional assumptions.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary actions and expected outcomes without requiring additional assumptions.","Present","Accurate","The expected behavior is clearly defined and aligns with Minecraft mechanics regarding portal linking and spawning.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcomes of the bug, including the unexpected portal generation and lag.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a comprehensive and actionable report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4770","0","219","4989","0.00084690","2026-07-10T16:58:18","{
  ""issue_key"": ""MC-300915"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, detailing the necessary actions and expected outcomes without requiring additional assumptions.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with Minecraft mechanics regarding portal linking and spawning.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcomes of the bug, including the unexpected portal generation and lag.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a comprehensive and actionable report.""
}"
"MC-300925","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected observations without requiring additional assumptions.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected observations without requiring additional assumptions.","Present","Accurate","The expected behavior is clearly defined and aligns with the mechanics of Minecraft, stating that the copper golem should interact with the chest regardless of the player's presence in spectator mode.","Present","Sufficient","The observed behavior is described in detail, clearly explaining how the copper golem fails to interact with the chest when the player is in spectator mode, which aligns with the reported issue.","The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, making it a well-structured and clear bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4617","0","256","4873","0.00084615","2026-07-10T16:58:21","{
  ""issue_key"": ""MC-300925"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected observations without requiring additional assumptions.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with the mechanics of Minecraft, stating that the copper golem should interact with the chest regardless of the player's presence in spectator mode.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is described in detail, clearly explaining how the copper golem fails to interact with the chest when the player is in spectator mode, which aligns with the reported issue.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, making it a well-structured and clear bug report.""
}"
"MC-300927","Non-Executable","The steps provided do not specify that the game version is Java Edition, which is critical for reproducing the bug as the original report indicates issues in that version.","Irreproducible","Not Applicable","Missing Information","The steps provided do not specify that the game version is Java Edition, which is critical for reproducing the bug as the original report indicates issues in that version.","Present","Accurate","The expected behavior is clearly defined and aligns with the intended functionality of the game when opening a single-player world to LAN.","Present","Sufficient","The observed behavior is detailed enough to understand the specific issues encountered when opening the game to LAN.","While the expected and observed behaviors are well-defined, the steps to reproduce are non-executable due to missing critical information about the game version, which is necessary for accurate reproduction of the bug.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4435","0","245","4680","0.00081225","2026-07-10T16:58:25","{
  ""issue_key"": ""MC-300927"",
  ""steps_to_reproduce"": {
    ""label"": ""Non-Executable"",
    ""reproducibility"": ""Irreproducible"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Missing Information"",
    ""reason"": ""The steps provided do not specify that the game version is Java Edition, which is critical for reproducing the bug as the original report indicates issues in that version.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with the intended functionality of the game when opening a single-player world to LAN.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific issues encountered when opening the game to LAN.""
  },
  ""overall_reason"": ""While the expected and observed behaviors are well-defined, the steps to reproduce are non-executable due to missing critical information about the game version, which is necessary for accurate reproduction of the bug.""
}"
"MC-300934","Executable","The steps provide a clear and actionable sequence that leads to the reported behavior of the game restarting and losing items after a username change.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable sequence that leads to the reported behavior of the game restarting and losing items after a username change.","Present","Accurate","The expected behavior is clearly defined and aligns with Minecraft mechanics, stating that the game should not restart and the player should retain their inventory.","Present","Sufficient","The observed behavior is detailed enough to understand that the game restarts and items are lost, providing clarity on the issue.","The report effectively captures the intended bug with clear steps, expected outcomes, and observed results, making it actionable for reproduction.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4338","0","230","4568","0.00078870","2026-07-10T16:58:29","{
  ""issue_key"": ""MC-300934"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable sequence that leads to the reported behavior of the game restarting and losing items after a username change.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with Minecraft mechanics, stating that the game should not restart and the player should retain their inventory.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand that the game restarts and items are lost, providing clarity on the issue.""
  },
  ""overall_reason"": ""The report effectively captures the intended bug with clear steps, expected outcomes, and observed results, making it actionable for reproduction."" 
}"
"MC-300935","Executable","The steps provide a clear and actionable path to reproduce the intended bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the intended bug, requiring only general Minecraft knowledge.","Present","Accurate","The expected behavior is clearly defined and aligns with Minecraft's redstone mechanics.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, all of which align with the original intent of the bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4491","0","211","4702","0.00080025","2026-07-10T16:58:33","{
  ""issue_key"": ""MC-300935"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the intended bug, requiring only general Minecraft knowledge.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with Minecraft's redstone mechanics.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, all of which align with the original intent of the bug report.""
}"
"MC-300937","Non-Executable","The report lacks specific details about the server type and platform, which are necessary to reproduce the issue accurately.","Irreproducible","Not Applicable","Missing Information","The report lacks specific details about the server type and platform, which are necessary to reproduce the issue accurately.","Present","Accurate","The expected behavior clearly states that players should receive an achievement notification upon completing the required steps, aligning with Minecraft mechanics.","Present","Sufficient","The observed behavior provides a clear description of the issue, detailing that the achievement does not unlock despite meeting the criteria.","While the expected and observed behaviors are well-defined, the steps to reproduce are non-executable due to missing critical information about the environment.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4406","0","227","4633","0.00079710","2026-07-10T16:58:38","{
  ""issue_key"": ""MC-300937"",
  ""steps_to_reproduce"": {
    ""label"": ""Non-Executable"",
    ""reproducibility"": ""Irreproducible"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Missing Information"",
    ""reason"": ""The report lacks specific details about the server type and platform, which are necessary to reproduce the issue accurately.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior clearly states that players should receive an achievement notification upon completing the required steps, aligning with Minecraft mechanics.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior provides a clear description of the issue, detailing that the achievement does not unlock despite meeting the criteria.""
  },
  ""overall_reason"": ""While the expected and observed behaviors are well-defined, the steps to reproduce are non-executable due to missing critical information about the environment."" 
}"
