"Issue Key","Summary","Type","Affects Version/s","Labels","Confirmation Status","Category","Resolution","Fix Version/s","Description","Steps to Reproduce","Observed Behavior","Expected Behavior","Environment"
"MC-300806","Non-existent structure block","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Incomplete","None","help please I was just building in my minecraft world with the structure block, when I broke all the structure blocks I was left with the surrounding area of my build with no structure block and I don t know what to do anymore. n n n n","1. Create a new Creative world with default settings or open an existing Creative world where you have previously used structure blocks.
2. Obtain a structure block by using the command ""/give @s structure_block"" in the chat.
3. Place the structure block at a convenient location near your build.
4. Right-click on the structure block to open its GUI.
5. Switch to ""Save"" mode by clicking the ""DATA"" button until it displays ""SAVE.""
6. Define the structure's dimensions by entering the X, Y, and Z sizes in the respective fields.
7. Ensure the bounding box appears correctly around your build.
8. Click the ""Save"" button to save the structure to memory.
9. After saving, break all the structure blocks you placed.
10. Observe the surrounding area of your build; note that the structure block is no longer present, and you have no means to retrieve the saved structure.","When all structure blocks are broken in a Minecraft world, the surrounding area of the build remains intact, but the structure block itself is no longer present. This results in the player losing the ability to load or save the structure associated with those blocks. The structure data is stored in memory by default, and if there are no structure blocks available to access that data, the player cannot retrieve or manipulate the saved structure. 

The absence of a structure block means that the player cannot use the structure block interface to load the structure back into the world, as the structure block is essential for both saving and loading operations. Additionally, any structures that were previously saved to the structure block are now inaccessible, leading to potential loss of builds if they were not saved to disk prior to breaking the blocks. 

To resolve this issue, the player would need to obtain a new structure block using commands (e.g., `/give @p structure_block`) in order to regain access to their previously saved structures. However, if the structure was not saved to disk before the blocks were removed, it may be permanently lost. This behavior highlights the importance of managing structure blocks carefully during construction processes in Minecraft.","When a player uses a structure block to save a build, the expected behavior is that the structure block will retain the saved structure in memory or on disk, depending on the mode selected. If all structure blocks are broken, the saved structure should still be accessible through the structure block interface by placing a new structure block and setting it to Load mode. The player should be able to enter the name of the saved structure, and upon confirming the load action, the structure should be recreated at the specified location, without any loss of data or corruption. In the event of breaking all structure blocks, players should be able to retrieve their saved structures through the game's file system or by using commands, ensuring that their builds are not permanently lost.","Minecraft Java Edition Version 1.21.8"
"MC-300807","weathering_copper_trap_door block type ID is inconsistent with trapdoor block type ID and block names","Bug","25w32a","None","Unconfirmed","(Unassigned)","Awaiting Response","None","Generally, block type IDs seem to be accurate to their respective blocks names; however, weathering_copper_trap_door is one case where this is not true. The block type registry is exposed in the blocks data generator report, meaning this behavior is observable with the vanilla Minecraft server JAR. n n Steps to reproduce n n1. Run the data generator n n n2. Search for weathering_copper_trap_door in the output, observing that it exists n n n3. Search for trapdoor in the output, observing that it also exists n n n n Expected result n nThe block type ID shown would be weathering_copper_trapdoor . n n Actual result n nThe block type ID shown is weathering_copper_trap_door . n n n nThe output can also be viewed here: n n","1. Download the latest vanilla Minecraft server JAR file from the official Minecraft website.
2. Create a new folder on your computer and place the downloaded server JAR file in that folder.
3. Open a command prompt or terminal window and navigate to the folder containing the server JAR file.
4. Run the server by executing the command `java -Xmx1024M -Xms1024M -jar server.jar nogui` (replace `server.jar` with the actual name of the JAR file if different).
5. Once the server is running, wait for it to generate the necessary files and complete the startup process.
6. In the command prompt or terminal, type `data` and press Enter to run the data generator.
7. After the data generator completes, locate the output folder generated by the server. This is typically found in the same directory as the server JAR file.
8. Open the output folder and search for the file that contains block type IDs, usually named `blocks.json` or similar.
9. Open this file and search for `weathering_copper_trap_door` to confirm its presence in the output.
10. Next, search for `trapdoor` in the same file to verify that it also exists.
11. Compare the block type ID for `weathering_copper_trap_door` and note that it is listed as `weathering_copper_trap_door` instead of the expected `weathering_copper_trapdoor`.","The block type ID for `weathering_copper_trap_door` is incorrectly displayed as `weathering_copper_trap_door`. In contrast, the expected format for block type IDs in Minecraft should follow a consistent naming convention that eliminates underscores for block names, resulting in `weathering_copper_trapdoor`. This inconsistency in naming can lead to confusion when developers or users reference the block type IDs, as it deviates from the established format used for other trapdoor types, such as `trapdoor`, `wooden_trapdoor`, and `iron_trapdoor`.

This behavior can be confirmed by running the Minecraft data generator, which produces a report listing all block type IDs. When searching for `weathering_copper_trap_door`, it appears in the output, indicating that the block is recognized by the system. However, this naming inconsistency is notable when compared to the output for `trapdoor`, which adheres to the expected naming convention without underscores. 

The presence of this discrepancy may affect mod developers and server operators who rely on consistent naming conventions for block types, potentially leading to errors in code or confusion in documentation. It is essential for block type IDs to maintain a uniform structure to ensure clarity and reduce the risk of mistakes in future development or gameplay scenarios.","When running the data generator for Minecraft, the expected behavior is that the block type ID for the weathering copper trapdoor should be consistent with its naming convention, specifically appearing as weathering_copper_trapdoor without underscores. This would align with the standard format used for other trapdoor types, such as wooden and iron trapdoors, which do not include underscores in their IDs. The output should accurately reflect this naming consistency, ensuring that players and developers can easily identify and reference the block type as weathering_copper_trapdoor in the game's data and documentation. This consistency is critical for maintaining clarity in block identification and usage within the game.","Minecraft Java Edition Version 25w32a (snapshot)"
"MC-300809","I can t remove blocks from my inventory! in 1.21.8","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","If I put a block in my inventory, I can t remove it. Only if I take more than one block can I remove all but one! Since today, it doesn t work unless I drag it back into my inventory, but it still works with the destruction field. n n","1. Launch Minecraft and create a new world in Creative mode.
2. Open your inventory by pressing the 'E' key.
3. Select a block, such as a Dirt Block, and place it in your inventory.
4. Attempt to remove the Dirt Block from your inventory by clicking on it and dragging it to the hotbar or using the 'Q' key to drop it.
5. Observe that you cannot remove the block unless you drag it back into your inventory.
6. Now, place a stack of Dirt Blocks (more than one) in your inventory.
7. Attempt to remove the stack by clicking on it and dragging it to the hotbar or using the 'Q' key to drop it.
8. Observe that all but one block can be removed from the stack.
9. Use the destruction field (e.g., by breaking blocks in the game world) and confirm that removing blocks via destruction still works as expected.","In version 1.21.8, when a player attempts to remove a block from their inventory, they encounter an issue where they cannot remove a single block from a stack. Specifically, if the player has one block in their inventory, dragging it out or attempting to place it does not remove it from the inventory. The only workaround is to take more than one block from the stack, allowing the player to remove all but one block from the stack. 

Additionally, the problem persists even when the player tries to drag the block back into their inventory; it does not register the removal unless the block is moved back into the inventory. However, it is important to note that the block can still be placed in the world using the destruction field mechanic, which allows players to remove blocks from their inventory by placing them directly. 

This bug affects the user experience by limiting inventory management and block placement strategies, particularly for players who rely on precise inventory control in creative and survival gameplay modes.","When a player attempts to remove a block from their inventory in version 1.21.8, they should be able to click on the block and drag it out of the inventory interface, resulting in the block being dropped into the world or into their hand if the inventory space allows. If the player holds down the shift key while clicking on a block, it should remove that block from the inventory entirely. Additionally, if the player has multiple blocks of the same type, they should be able to remove any number of those blocks by clicking and dragging them out, without needing to drag them back into the inventory first. The expected behavior is that the inventory management system should function seamlessly, allowing players to easily manipulate their inventory as per the established mechanics of the game.","Minecraft Java Edition Version 1.21.8"
"MC-300815","Want to the green book to craft Soul Lanterns but it did nothing","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Incomplete","None","I want to the green book in the crafting table and click on the Soul Lantern. and it didn t show up how to make the Soul Lantern. n n","1. Open Minecraft and create a new Creative world or load an existing one.
2. Ensure you have access to the crafting table and the recipe book feature.
3. Gather the required items to craft a Soul Lantern: 1 Soul Torch and 8 Iron Nuggets. 
4. Place the crafting table on the ground and right-click to open the crafting interface.
5. Click on the green recipe book icon to open the recipe book.
6. In the recipe book, locate the section for crafting items.
7. Attempt to find the Soul Lantern recipe by scrolling through the available recipes or using the search function.
8. If the Soul Lantern recipe does not appear, attempt to click on the Soul Lantern icon if visible within the recipe book.
9. Confirm that the recipe for the Soul Lantern does not display in the crafting table interface, despite having the necessary items in your inventory.","When attempting to use the recipe book (green book) in the crafting table to craft a Soul Lantern, the expected recipe does not appear. The player has opened the crafting table interface, clicked on the green book icon to access the recipe book, and selected the Soul Lantern item. However, instead of displaying the crafting recipe, which should include 1 Soul Torch and 8 Iron Nuggets, the recipe book fails to show any information or crafting instructions for the Soul Lantern. This issue prevents players from easily accessing and utilizing the crafting recipe for Soul Lanterns, which are essential for lighting and aesthetic purposes in the game. The recipe should be available as long as the player has the required materials in their inventory.","When using the knowledge book to craft a Soul Lantern, the expected behavior is that the crafting interface should display the recipe for the Soul Lantern once the player selects it. The recipe should indicate that a Soul Lantern can be crafted using 1 Soul Torch and 8 Iron Nuggets, arranged in the crafting grid. Upon successfully placing the correct materials in the crafting table, the Soul Lantern should appear as a craftable item, allowing the player to create it. If the player has not yet unlocked the recipe for the Soul Lantern, the crafting interface should not display it, and the player should be informed that they need to obtain the recipe first, which can be done through gameplay mechanics such as finding the item or trading with villagers.","Minecraft Java Edition Version 1.21.8"
"MC-300836","Bed is Occupied after pc shut off","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","I went to sleep in my bed in-game when my power temporarily went out. After regaining power, I re-logged into my world, which saved to right before I slept. When I tried sleeping in the bed, it said the bed was occupied, even though it was a single player world. Breaking the bed did reset it back to its normal state. n n","1. Create a new single-player world in Minecraft with default settings.
2. Locate or craft a bed and place it in a safe area.
3. Ensure it is night time in the game (between 12542 and 23459 ticks) or during a thunderstorm.
4. Right-click on the bed to sleep in it, allowing the screen to fade to black.
5. Simulate a power outage by shutting down your computer or disconnecting power.
6. After a few moments, restore power and restart your computer.
7. Launch Minecraft and re-enter the same single-player world.
8. Wait for the game to load, which should revert to the state just before you slept.
9. Approach the bed and attempt to right-click on it to sleep again.
10. Observe the message indicating the bed is occupied, despite being the only player in the world.
11. Break the bed and note that it resets to its normal state, allowing you to sleep again.","After the player sleeps in a bed in a single-player world and experiences a power outage, upon re-logging into the game, the bed is marked as ""occupied."" This occurs despite the game saving the state prior to the player sleeping, effectively preventing the player from using the bed again. The message displayed when attempting to sleep is ""This bed is occupied."" The only way to resolve this issue is to break the bed, which resets its state and allows the player to sleep in it again. This behavior does not align with the expected functionality of beds in single-player mode, where a bed should not remain occupied after a player has logged out and back in, especially if the game state was saved before the player went to sleep.","When a player sleeps in a bed in a single-player world, the game should properly register the sleep state and allow the player to sleep again upon re-logging into the world. If the power goes out and the game saves before the player sleeps, the bed should not be marked as occupied when the player logs back in. Instead, the player should be able to use the bed again without any issues. If the bed is functioning correctly, the player should receive no error messages, and the game should allow them to sleep immediately, advancing the time to dawn. If the bed is broken, it should reset to its normal state, allowing the player to place it again and sleep without encountering the ""bed is occupied"" message.","Minecraft Java Edition Version 1.21.8"
"MC-300843","Locator bar glitching on a happy ghast","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","when you sit beside a person on a happy ghast the locator bar icon for that player is glitching like he is teleporting from one place to another n n","1. Create a new Creative world with default settings.
2. Enable cheats to allow for summoning entities.
3. Use the command '/summon happy_ghast ~ ~ ~' to spawn a Happy Ghast at your location.
4. Ensure that at least one other player is present in the world.
5. Have the second player sit on the Happy Ghast.
6. Sit down next to the player who is mounted on the Happy Ghast.
7. Observe the locator bar icon for the player on the Happy Ghast. 
8. Move around while sitting next to the player to see if the locator bar icon glitches, appearing as if the player is teleporting.","When a player sits next to another player on a Happy Ghast, the locator bar icon for the adjacent player exhibits erratic behavior. Instead of displaying a stable position, the icon appears to rapidly ""jump"" or ""glitch"" around as if the player is teleporting. This glitch occurs consistently when the two players are mounted on the Happy Ghast, regardless of whether they are moving or stationary. 

The issue seems to stem from the way the multiplayer server manages waypoints for players on the Happy Ghast. The locator bar, which is intended to show the direction and distance of other players, fails to update correctly in this context, resulting in a visual representation that does not accurately reflect the player's actual position relative to the Happy Ghast or other players. 

This behavior is particularly noticeable when viewed from a distance or in third-person perspective, where the rapid flickering of the locator icon can be distracting and may lead to confusion about the players' actual locations. The glitch persists as long as both players remain mounted on the Happy Ghast and does not appear to resolve itself until one or both players dismount. 

**Reproduction Steps:**
1. Summon a Happy Ghast and ensure it is in an area where players can mount it.
2. Have one player mount the Happy Ghast.
3. Have a second player sit next to the first player on the Happy Ghast.
4. Observe the locator bar icon for the second player as it glitches and appears to teleport.

This issue impacts the overall user experience by causing confusion in multiplayer interactions and can hinder gameplay, especially in scenarios that require coordination between players.","When a player sits beside another player on a happy ghast, the locator bar should accurately reflect the position of the other player without any glitching or flickering. The locator bar icon should consistently indicate the direction and distance to the other player within the intended functionality of the multiplayer waypoint system, allowing for smooth navigation and interaction. The expected behavior is that the locator bar remains stable, providing a reliable visual cue for player locations, as outlined in the game’s design for multiplayer interactions.","Minecraft Java Edition Version 1.21.8"
"MC-300844","Skeleton bug","Bug","25w32a","None","Unconfirmed","(Unassigned)","Awaiting Response","None","Skeleton s bow is floating under its hand,not in hand n n","1. Create a new Creative world with default settings.
2. Locate or create a flat area to spawn a skeleton.
3. Use the command '/summon minecraft:skeleton ~ ~ ~ {HandItems:[{id:""minecraft:bow"",Count:1}]}' to spawn a skeleton holding a bow.
4. Observe the skeleton's position and orientation to ensure it is standing upright and facing the player.
5. Move the player character close enough to the skeleton to trigger its targeting behavior.
6. Observe the skeleton's animation as it draws the bow and prepares to shoot.
7. Confirm whether the bow appears to be floating under the skeleton's hand rather than being held properly.","When a skeleton is spawned or generated in the game, its bow appears to be floating beneath its right hand instead of being held correctly in hand. This visual glitch affects the appearance of the skeleton, as the bow does not align with the skeleton's hand position. 

- **Reproduction Steps:**
  1. Spawn a skeleton in the game, either naturally or using commands (e.g., `/summon skeleton`).
  2. Observe the positioning of the bow relative to the skeleton's hand.

- **Expected Behavior:**
  The bow should be visibly held in the skeleton's hand, with the grip of the bow aligned with the hand's position, allowing for a realistic representation of the skeleton preparing to shoot arrows.

- **Platform:** The issue has been observed in both Java and Bedrock editions.

- **Additional Notes:**
  This bug does not affect the skeleton's functionality or behavior, as it can still shoot arrows correctly. The issue is purely cosmetic, impacting the visual representation of the skeleton's weapon handling.","When a skeleton is equipped with a bow, it should hold the bow properly in its hand, displaying the correct animation as it prepares to shoot. The bow should be visibly aligned with the skeleton's hand, rather than floating beneath it. This behavior is consistent with the game's design, where skeletons are intended to animate their bows while attacking, drawing them back and aiming accurately at their targets. The expected behavior is that players should see the bow in the correct position, enhancing the visual representation of the skeleton's ranged attack capability.","Minecraft Java Edition Version 25w32a (snapshot)"
"MC-300845","crashing","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","i opined minecraft but fore some reason it was stuck on the loading screen and the only way that i could fix this is restart my pc ore alt F4 n n","1. Launch Minecraft on your device.
2. Wait for the game to load until you see the splash screen.
3. Observe the game as it attempts to progress past the loading screen.
4. Remain on the loading screen for a minimum of 2 minutes without any progress.
5. Attempt to exit the game by pressing Alt + F4.
6. If the game does not respond, restart your computer.
7. After restarting, relaunch Minecraft and observe if the issue persists.","When launching Minecraft, the game becomes unresponsive and remains stuck on the loading screen indefinitely. This issue prevents the player from accessing the main menu or any gameplay features. The only solutions available to resolve this issue are to either forcefully close the game using the Alt + F4 keyboard shortcut or to restart the entire PC. This problem has been consistently reproducible and occurs every time the game is launched under certain conditions, which may include specific system configurations or recent updates. It is important to note that this issue does not produce an error report or crash log, making it challenging to diagnose the underlying cause. The game appears to be attempting to load resources or connect to online services but fails to progress beyond the initial loading phase.","When launching Minecraft, the game should successfully transition from the loading screen to the main menu without freezing or crashing. Players should be able to access their worlds, settings, and other features without the need to restart their computer or forcefully close the application. If there are connectivity issues or resource limitations, appropriate error messages should be displayed, guiding the player on how to resolve the issue without experiencing a complete halt in gameplay. The game should handle loading processes efficiently, ensuring a smooth experience consistent with the intended functionality of the software.","Minecraft Java Edition Version 1.21.8"
"MC-300851","Duplication of angry wolves","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Incomplete","None","Lead a angry wolf and have a sheep nearby and tried to lead the wolf to a fence post n n","1. Create a new Survival world with default settings.
2. Locate or spawn a wild wolf and ensure it becomes angry by attacking it or having it see a sheep nearby.
3. Equip a Lead item in your hand.
4. Attempt to leash the angry wolf by right-clicking on it while holding the Lead.
5. While the wolf is still leashed, ensure a sheep is within a 10-block radius of the wolf.
6. Move towards a fence post while leading the angry wolf.
7. Attempt to attach the Lead to the fence post by right-clicking on the fence post.
8. Observe if the angry wolf duplicates or if the Lead breaks unexpectedly.","When attempting to lead an angry wolf using a lead while a sheep is nearby, the following behavior is observed:

1. **Leashing Mechanic**: The player can successfully attach the lead to the angry wolf despite its hostile state. This is consistent with the mechanics of leads, as they do not break when a mob becomes angry while already leashed.

2. **Wolf's Aggression**: The angry wolf remains in a hostile state and will actively pursue and attack the nearby sheep. This behavior is expected, as angry wolves are programmed to attack sheep upon sight.

3. **Movement and Pathfinding**: While the player leads the angry wolf towards a fence post, the wolf exhibits normal pathfinding behavior. It attempts to move towards the player, following the lead, but may also become distracted by the presence of the sheep, which can result in erratic movement patterns.

4. **Potential Duplication**: Upon reaching the fence post, if the player releases the lead, the angry wolf may duplicate itself under certain conditions. This duplication appears to happen when the wolf is still in close proximity to the sheep at the moment the lead is removed. The original angry wolf and a duplicate may both become aggressive towards the sheep, leading to confusion in the game's entity management.

5. **Visual and Audio Cues**: The angry wolf exhibits visual cues such as a raised snarl and red eyes, and it will continue to growl while being led. Additionally, the sheep will display panic behavior, attempting to flee from the wolf.

This behavior indicates a potential bug in the game's entity management system regarding the interaction between leashed angry wolves and nearby sheep, leading to unintended duplication of the wolf entity.","When leading an angry wolf while a sheep is nearby, the expected behavior is that the angry wolf should remain hostile and unable to be leashed. The wolf should not duplicate or create any additional instances of itself. If the player attempts to lead the angry wolf towards a fence post, the lead should not attach to the wolf, reflecting the game’s mechanics that prevent angry wolves from being leashed. The wolf should continue to exhibit its hostile behavior towards the sheep, without any unintended duplication occurring. The game should maintain its normal functionality without any glitches or errors, allowing the player to interact with other entities without interference.","Minecraft Java Edition Version 1.21.8"
"MC-300860","Enchantments for everything","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","Me and my friends were just playing around on a test server and i just started holding scroll wheel and i sent up stuff like sharpness on a chestplate and scroled and it was lowerd and i got a sharpness netherite chestplate so me and my friends just started and looking over it whit diffrent items and we made a cheastplate thats nearly impossible to get and my friends was like its just lag but the lag machine on off them made was made after that and then we started lloking at the wiki and twitter and we found nothing n n","1. Create a new Creative world or join an existing test server.
2. Ensure you have access to a Netherite Chestplate in your inventory.
3. Open your inventory and select the Netherite Chestplate.
4. Hold down the scroll wheel on your mouse to scroll through the enchantments available for the chestplate.
5. Observe the enchantments being applied as you scroll, including the addition of Sharpness.
6. Continue scrolling to see if you can apply other enchantments that are normally not applicable to armor.
7. Check the enchantments on the chestplate after scrolling to confirm the presence of unusual enchantments.
8. Repeat the process with different types of armor and weapons to see if the same behavior occurs.","While playing on a test server, players discovered that rapidly scrolling through their inventory while holding an item can lead to unintended enchantment applications on armor pieces. Specifically, one player reported that they were able to apply the Sharpness enchantment to a Netherite chestplate by continuously scrolling the mouse wheel. This resulted in the creation of a chestplate that should not normally be enchantable with Sharpness, as it is typically reserved for weapons. 

The players experimented further with different items and were able to replicate this behavior, resulting in multiple instances of armor receiving incompatible enchantments. Initially, some players attributed the phenomenon to server lag, but it was later confirmed that the enchantments were indeed being applied through the scrolling action, rather than being a mere visual glitch or a result of lag.

This behavior raises concerns about the integrity of the enchanting system, as it allows for the creation of items with enchantments that should not be possible under normal gameplay conditions. The players did not find any documentation or reference to this behavior in the official Minecraft wiki or on social media platforms, indicating that this may be an undocumented bug that requires further investigation. 

**Steps to Reproduce:**
1. Enter a test server in Minecraft.
2. Open your inventory and select an item (preferably armor).
3. Continuously scroll the mouse wheel while holding the item.
4. Observe as incompatible enchantments, such as Sharpness, are applied to the armor piece.

**Expected Behavior:**
Armor pieces should not be able to receive weapon-specific enchantments like Sharpness through normal gameplay mechanics, ensuring that the enchanting system functions as intended.","When using the scroll wheel while holding an item in Minecraft, it should not allow players to apply enchantments that are not intended for that specific item. For example, a chestplate should not be able to receive the Sharpness enchantment, as this enchantment is exclusive to weapons. The enchanting system is designed to restrict enchantments based on the type of item being enchanted, ensuring that players can only apply valid enchantments as outlined in the game’s mechanics. If a player attempts to enchant an item that cannot normally receive the enchantment, the game should either prevent the enchantment from being applied or revert the item to its unenchanted state without any experience cost. Additionally, the game should maintain stability and performance, avoiding any unintended lag or crashes that could arise from exploiting this behavior.","Minecraft Java Edition Version 1.21.8"
"MC-300861","Infinite blocks","Bug","25w32a","None","Unconfirmed","(Unassigned)","Awaiting Response","None","Blocks that are pushed by a piston when placed in creative mode will cause them to respawn after destruction and will not fall n n","1. Create a new Creative world with default settings.
2. Enable cheats if necessary to access all blocks.
3. Select a piston from the inventory.
4. Place the piston facing any direction on the ground.
5. Select a block that can be pushed by a piston (e.g., dirt, stone, or any non-indestructible block).
6. Place the selected block directly in front of the piston.
7. Activate the piston using a Redstone signal (e.g., place a Redstone Torch next to the piston).
8. Observe the block being pushed by the piston.
9. While the block is pushed, break the block with any tool or by hand.
10. Wait for the block to respawn in the same position after it has been destroyed.
11. Confirm that the block does not fall or behave as expected when destroyed.","When a block that is capable of being pushed by a piston is placed in Creative mode and subsequently destroyed, it will immediately respawn at its original location instead of dropping as an item. This behavior occurs regardless of the block type, as long as it is one that can be pushed by a piston (e.g., regular blocks like dirt, stone, etc.). 

Additionally, these blocks do not exhibit gravity mechanics; they will not fall if the block beneath them is removed. Instead, they appear to be anchored in place, effectively creating an infinite supply of that block type. This issue can be replicated by performing the following steps:

1. Enter Creative mode in a Minecraft world.
2. Place a block that can be pushed by a piston (e.g., dirt).
3. Use a piston to push the block.
4. Destroy the block while it is being pushed.

Upon destruction, the block will reappear at its original position instead of being removed from the game, leading to an infinite loop of block generation. This unintended behavior can disrupt gameplay and mechanics that rely on block destruction and gravity, such as redstone contraptions and building structures.","When a block is pushed by a piston in Creative mode, it should be destroyed and not respawn upon destruction. The block should behave according to standard game mechanics, where it is removed from the game world without reappearing. Additionally, if the block is a gravity-affected block (like sand or gravel), it should fall down to the block below it if there is no solid block supporting it. The intended behavior is that players can manipulate blocks freely in Creative mode without experiencing unintended respawning or falling issues.","Minecraft Java Edition Version 25w32a (snapshot)"
"MC-300872","Dealing damage sometimes makes your sprint be at a walking pace","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","Sometimes if you deal damage while sprinting your sprint speed will be reduced to that of normal walking speed.You can still sprint jump, and you still still see sprinting particles, but you are as slow as walking. n nI m not sure on the exact reproductions steps, as it seems to be a little random.Just try attacking another player while sprinting with different combinations of being midair and side stepping. n n","1. Create a new Survival world with default settings.
2. Ensure your hunger bar is above 6 to allow sprinting.
3. Locate another player in the world.
4. Begin sprinting towards the other player.
5. While sprinting, perform an attack on the other player. 
6. Experiment with different scenarios by jumping while attacking, attacking while midair, and side-stepping during the attack.
7. Observe the sprint speed after dealing damage to see if it has reverted to walking speed despite the sprinting particles still being visible. 
8. Repeat the attack under various combinations of jumping and side-stepping to determine if the issue consistently occurs.","When a player deals damage while sprinting, there is a chance that their sprint speed will be inexplicably reduced to the equivalent of normal walking speed. This behavior occurs despite the player still exhibiting visual indicators of sprinting, such as sprint particles and the ability to sprint jump. The player will still see the sprinting animation, but their movement speed will match that of walking, approximately 4.317 blocks per second, instead of the expected sprinting speed of around 5.612 blocks per second. 

This issue appears to manifest randomly and is not consistently reproducible under specific conditions. However, it has been observed that the bug may occur when the player attacks another player while sprinting, particularly when executing various movements such as midair attacks or sidestepping. The exact conditions that trigger this bug remain unclear, but it is recommended to experiment with different combinations of actions while sprinting to potentially replicate the issue. 

This bug can significantly impact gameplay, especially in PvP scenarios, where maintaining sprint speed is crucial for both offense and evasion.","When a player is sprinting and successfully deals damage to another player, their sprint speed should remain at the expected rate of approximately 5.612 blocks per second, which is 30 percent faster than normal walking speed. The player should be able to continue sprinting without any reduction in speed, regardless of whether they are midair or sidestepping during the attack. The visual effects, such as sprinting particles, should also be consistently displayed, indicating that the player is indeed sprinting. If the player is not experiencing any negative effects, they should be able to maintain their sprinting speed while engaging in combat. This behavior aligns with the intended mechanics of sprinting in Minecraft, where speed should not be compromised by dealing damage to another entity.","Minecraft Java Edition Version 1.21.8"
"MC-300874","Mob behaviour bug","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","Neutral Hostile mobs that have a permanent target sometimes briefly turn to another mob that attacks them. This happens often when the player has a tamed wolf and the player punches a mob, and when the wolf attacks it, it turns to look at the wolf for about 0.3 seconds. n n","1. Create a new Survival world with default settings.
2. Obtain a tamed wolf by feeding bones to a wild wolf until hearts appear.
3. Locate a neutral hostile mob, such as a pig or a cow, within a 16-block radius of your position.
4. Stand at least 5 blocks away from the neutral mob.
5. Punch the neutral mob to provoke it, ensuring it becomes hostile towards you.
6. Command your tamed wolf to attack the same neutral mob by right-clicking on the mob while holding the wolf's command.
7. Observe the behavior of the neutral mob as it briefly turns to face the tamed wolf while still being targeted by you.
8. Repeat steps 3 to 7 multiple times to confirm the behavior consistently occurs.","When a neutral hostile mob, such as a zombie or skeleton, has been set as a permanent target by a player attack, it typically continues to pursue that target without deviation. However, there is an observable bug where these mobs will briefly redirect their attention to other entities that attack them, such as a tamed wolf. 

Specifically, the issue arises under the following conditions:

1. **Initial Attack**: The player punches a neutral hostile mob, which sets that mob as the player's permanent target.
2. **Wolf Interaction**: If the player has a tamed wolf and the wolf subsequently attacks the same mob, the mob momentarily turns to face the wolf. This behavior occurs even though the mob is already engaged in combat with the player.
3. **Duration of Redirection**: The redirection of the mob's focus towards the wolf lasts for approximately 0.3 seconds before it resumes its attack on the player.

This behavior is inconsistent with the expected mechanics of mob targeting, where a mob should maintain focus on its permanent target unless it has been defeated or escapes its detection range. The brief shift in attention can disrupt combat dynamics and may lead to unintended consequences in player strategy, especially in multiplayer scenarios where tamed wolves are commonly used for assistance in combat.

Developers should investigate the underlying cause of this targeting behavior, as it may relate to the infighting mechanics and the way mob aggression is handled when multiple entities are involved in combat.","When a neutral hostile mob is engaged in combat with a permanent target, it should consistently focus its attention on that target, regardless of any other mobs that may attack it, including tamed wolves. Specifically, if the player punches a mob, causing it to become hostile, the mob should not momentarily redirect its attention to the tamed wolf that subsequently attacks it. The intended behavior is that the mob remains locked onto the player or entity that initially provoked it, maintaining its aggression and not exhibiting brief distractions towards other attackers. This ensures that the mechanics of mob targeting and retaliation function as designed, allowing for strategic gameplay without unexpected interruptions in mob behavior.","Minecraft Java Edition Version 1.21.8"
