"Issue Key","Summary","Type","Affects Version/s","Labels","Confirmation Status","Category","Resolution","Fix Version/s","Description","Steps to Reproduce","Observed Behavior","Expected Behavior","Environment"
"MC-300793","Stopped gaining expeirience","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","I died exploring an end city after defeating the ender dragon and havent leveled up since. ive killed plenty of mobs idk whats going on n n n n","1. Create a new Survival world with default settings.
2. Defeat the Ender Dragon in the End dimension.
3. Collect the experience orbs that drop after the Ender Dragon is defeated, ensuring you gain levels.
4. Use the End Gateway that appears after the dragon's defeat to teleport to the outer islands of the End.
5. Explore the outer islands and locate an End City.
6. Engage and kill Shulkers or other mobs in the End City to gain experience points.
7. After dying in the End City, respawn and continue to kill mobs in the End to attempt to gain experience.
8. Observe that experience points are not being accumulated despite killing multiple mobs.","After defeating the Ender Dragon, the player successfully accessed an End City and subsequently died during exploration. Since respawning, the player has not gained any experience points, despite killing multiple mobs in the Overworld. 

- **Experience Points Not Gaining:** The player has consistently engaged in combat, defeating various mobs such as zombies, skeletons, and creepers, yet the experience bar remains stagnant. 
- **Level Progression:** The player has not advanced in levels since the death, which is unusual as defeating mobs typically yields experience orbs that contribute to leveling up.
- **Recent Gameplay Context:** This issue began immediately after the player’s death in the End and has persisted through various gameplay sessions, indicating a potential bug related to experience gain after dying in the End dimension.
- **Game Version:** The player is using the latest version of Minecraft as of October 2023.

This behavior diverges from expected mechanics, where players should continue to gain experience points from defeating mobs, regardless of prior deaths. Developers should investigate this issue to determine if it is a result of a bug affecting experience gain after dying in the End dimension.","When a player defeats the Ender Dragon, they should receive a significant amount of experience points, typically between 60 to 78 levels, which are collected as experience orbs that rain down from the sky. After defeating the dragon, the player can explore the End cities and defeat shulkers, which should also grant additional experience points upon their defeat. The player should continue to gain experience as they kill mobs in the End or elsewhere, allowing them to level up as expected. If a player is not gaining experience despite engaging in combat and defeating mobs, this behavior deviates from Minecraft's designed mechanics, where experience accumulation should occur consistently as long as the player is actively participating in combat.","Minecraft Java Edition Version 1.21.8"
"MC-300807","weathering_copper_trap_door block type ID is inconsistent with trapdoor block type ID and block names","Bug","25w32a","None","Unconfirmed","(Unassigned)","Awaiting Response","None","Generally, block type IDs seem to be accurate to their respective blocks names; however, weathering_copper_trap_door is one case where this is not true. The block type registry is exposed in the blocks data generator report, meaning this behavior is observable with the vanilla Minecraft server JAR. n n Steps to reproduce n n1. Run the data generator n n n2. Search for weathering_copper_trap_door in the output, observing that it exists n n n3. Search for trapdoor in the output, observing that it also exists n n n n Expected result n nThe block type ID shown would be weathering_copper_trapdoor . n n Actual result n nThe block type ID shown is weathering_copper_trap_door . n n n nThe output can also be viewed here: n n","1. Download the latest vanilla Minecraft server JAR file from the official Minecraft website.
2. Create a new folder on your computer and place the downloaded server JAR file in that folder.
3. Open a command prompt or terminal window and navigate to the folder containing the server JAR file.
4. Run the server by executing the command `java -Xmx1024M -Xms1024M -jar server.jar nogui` (replace `server.jar` with the actual name of the JAR file if different).
5. Once the server is running, wait for it to generate the necessary files and complete the startup process.
6. In the command prompt or terminal, type `data` and press Enter to run the data generator.
7. After the data generator completes, locate the output folder generated by the server. This is typically found in the same directory as the server JAR file.
8. Open the output folder and search for the file that contains block type IDs, usually named `blocks.json` or similar.
9. Open this file and search for `weathering_copper_trap_door` to confirm its presence in the output.
10. Next, search for `trapdoor` in the same file to verify that it also exists.
11. Compare the block type ID for `weathering_copper_trap_door` and note that it is listed as `weathering_copper_trap_door` instead of the expected `weathering_copper_trapdoor`.","The block type ID for `weathering_copper_trap_door` is incorrectly displayed as `weathering_copper_trap_door`. In contrast, the expected format for block type IDs in Minecraft should follow a consistent naming convention that eliminates underscores for block names, resulting in `weathering_copper_trapdoor`. This inconsistency in naming can lead to confusion when developers or users reference the block type IDs, as it deviates from the established format used for other trapdoor types, such as `trapdoor`, `wooden_trapdoor`, and `iron_trapdoor`.

This behavior can be confirmed by running the Minecraft data generator, which produces a report listing all block type IDs. When searching for `weathering_copper_trap_door`, it appears in the output, indicating that the block is recognized by the system. However, this naming inconsistency is notable when compared to the output for `trapdoor`, which adheres to the expected naming convention without underscores. 

The presence of this discrepancy may affect mod developers and server operators who rely on consistent naming conventions for block types, potentially leading to errors in code or confusion in documentation. It is essential for block type IDs to maintain a uniform structure to ensure clarity and reduce the risk of mistakes in future development or gameplay scenarios.","When running the data generator for Minecraft, the expected behavior is that the block type ID for the weathering copper trapdoor should be consistent with its naming convention, specifically appearing as weathering_copper_trapdoor without underscores. This would align with the standard format used for other trapdoor types, such as wooden and iron trapdoors, which do not include underscores in their IDs. The output should accurately reflect this naming consistency, ensuring that players and developers can easily identify and reference the block type as weathering_copper_trapdoor in the game's data and documentation. This consistency is critical for maintaining clarity in block identification and usage within the game.","Minecraft Java Edition Version 25w32a (snapshot)"
"MC-300815","Want to the green book to craft Soul Lanterns but it did nothing","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Incomplete","None","I want to the green book in the crafting table and click on the Soul Lantern. and it didn t show up how to make the Soul Lantern. n n","1. Open Minecraft and create a new Creative world or load an existing one.
2. Ensure you have access to the crafting table and the recipe book feature.
3. Gather the required items to craft a Soul Lantern: 1 Soul Torch and 8 Iron Nuggets. 
4. Place the crafting table on the ground and right-click to open the crafting interface.
5. Click on the green recipe book icon to open the recipe book.
6. In the recipe book, locate the section for crafting items.
7. Attempt to find the Soul Lantern recipe by scrolling through the available recipes or using the search function.
8. If the Soul Lantern recipe does not appear, attempt to click on the Soul Lantern icon if visible within the recipe book.
9. Confirm that the recipe for the Soul Lantern does not display in the crafting table interface, despite having the necessary items in your inventory.","When attempting to use the recipe book (green book) in the crafting table to craft a Soul Lantern, the expected recipe does not appear. The player has opened the crafting table interface, clicked on the green book icon to access the recipe book, and selected the Soul Lantern item. However, instead of displaying the crafting recipe, which should include 1 Soul Torch and 8 Iron Nuggets, the recipe book fails to show any information or crafting instructions for the Soul Lantern. This issue prevents players from easily accessing and utilizing the crafting recipe for Soul Lanterns, which are essential for lighting and aesthetic purposes in the game. The recipe should be available as long as the player has the required materials in their inventory.","When using the knowledge book to craft a Soul Lantern, the expected behavior is that the crafting interface should display the recipe for the Soul Lantern once the player selects it. The recipe should indicate that a Soul Lantern can be crafted using 1 Soul Torch and 8 Iron Nuggets, arranged in the crafting grid. Upon successfully placing the correct materials in the crafting table, the Soul Lantern should appear as a craftable item, allowing the player to create it. If the player has not yet unlocked the recipe for the Soul Lantern, the crafting interface should not display it, and the player should be informed that they need to obtain the recipe first, which can be done through gameplay mechanics such as finding the item or trading with villagers.","Minecraft Java Edition Version 1.21.8"
"MC-300843","Locator bar glitching on a happy ghast","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","when you sit beside a person on a happy ghast the locator bar icon for that player is glitching like he is teleporting from one place to another n n","1. Create a new Creative world with default settings.
2. Enable cheats to allow for summoning entities.
3. Use the command '/summon happy_ghast ~ ~ ~' to spawn a Happy Ghast at your location.
4. Ensure that at least one other player is present in the world.
5. Have the second player sit on the Happy Ghast.
6. Sit down next to the player who is mounted on the Happy Ghast.
7. Observe the locator bar icon for the player on the Happy Ghast. 
8. Move around while sitting next to the player to see if the locator bar icon glitches, appearing as if the player is teleporting.","When a player sits next to another player on a Happy Ghast, the locator bar icon for the adjacent player exhibits erratic behavior. Instead of displaying a stable position, the icon appears to rapidly ""jump"" or ""glitch"" around as if the player is teleporting. This glitch occurs consistently when the two players are mounted on the Happy Ghast, regardless of whether they are moving or stationary. 

The issue seems to stem from the way the multiplayer server manages waypoints for players on the Happy Ghast. The locator bar, which is intended to show the direction and distance of other players, fails to update correctly in this context, resulting in a visual representation that does not accurately reflect the player's actual position relative to the Happy Ghast or other players. 

This behavior is particularly noticeable when viewed from a distance or in third-person perspective, where the rapid flickering of the locator icon can be distracting and may lead to confusion about the players' actual locations. The glitch persists as long as both players remain mounted on the Happy Ghast and does not appear to resolve itself until one or both players dismount. 

**Reproduction Steps:**
1. Summon a Happy Ghast and ensure it is in an area where players can mount it.
2. Have one player mount the Happy Ghast.
3. Have a second player sit next to the first player on the Happy Ghast.
4. Observe the locator bar icon for the second player as it glitches and appears to teleport.

This issue impacts the overall user experience by causing confusion in multiplayer interactions and can hinder gameplay, especially in scenarios that require coordination between players.","When a player sits beside another player on a happy ghast, the locator bar should accurately reflect the position of the other player without any glitching or flickering. The locator bar icon should consistently indicate the direction and distance to the other player within the intended functionality of the multiplayer waypoint system, allowing for smooth navigation and interaction. The expected behavior is that the locator bar remains stable, providing a reliable visual cue for player locations, as outlined in the game’s design for multiplayer interactions.","Minecraft Java Edition Version 1.21.8"
"MC-300844","Skeleton bug","Bug","25w32a","None","Unconfirmed","(Unassigned)","Awaiting Response","None","Skeleton s bow is floating under its hand,not in hand n n","1. Create a new Creative world with default settings.
2. Locate or create a flat area to spawn a skeleton.
3. Use the command '/summon minecraft:skeleton ~ ~ ~ {HandItems:[{id:""minecraft:bow"",Count:1}]}' to spawn a skeleton holding a bow.
4. Observe the skeleton's position and orientation to ensure it is standing upright and facing the player.
5. Move the player character close enough to the skeleton to trigger its targeting behavior.
6. Observe the skeleton's animation as it draws the bow and prepares to shoot.
7. Confirm whether the bow appears to be floating under the skeleton's hand rather than being held properly.","When a skeleton is spawned or generated in the game, its bow appears to be floating beneath its right hand instead of being held correctly in hand. This visual glitch affects the appearance of the skeleton, as the bow does not align with the skeleton's hand position. 

- **Reproduction Steps:**
  1. Spawn a skeleton in the game, either naturally or using commands (e.g., `/summon skeleton`).
  2. Observe the positioning of the bow relative to the skeleton's hand.

- **Expected Behavior:**
  The bow should be visibly held in the skeleton's hand, with the grip of the bow aligned with the hand's position, allowing for a realistic representation of the skeleton preparing to shoot arrows.

- **Platform:** The issue has been observed in both Java and Bedrock editions.

- **Additional Notes:**
  This bug does not affect the skeleton's functionality or behavior, as it can still shoot arrows correctly. The issue is purely cosmetic, impacting the visual representation of the skeleton's weapon handling.","When a skeleton is equipped with a bow, it should hold the bow properly in its hand, displaying the correct animation as it prepares to shoot. The bow should be visibly aligned with the skeleton's hand, rather than floating beneath it. This behavior is consistent with the game's design, where skeletons are intended to animate their bows while attacking, drawing them back and aiming accurately at their targets. The expected behavior is that players should see the bow in the correct position, enhancing the visual representation of the skeleton's ranged attack capability.","Minecraft Java Edition Version 25w32a (snapshot)"
"MC-300845","crashing","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","i opined minecraft but fore some reason it was stuck on the loading screen and the only way that i could fix this is restart my pc ore alt F4 n n","1. Launch Minecraft on your device.
2. Wait for the game to load until you see the splash screen.
3. Observe the game as it attempts to progress past the loading screen.
4. Remain on the loading screen for a minimum of 2 minutes without any progress.
5. Attempt to exit the game by pressing Alt + F4.
6. If the game does not respond, restart your computer.
7. After restarting, relaunch Minecraft and observe if the issue persists.","When launching Minecraft, the game becomes unresponsive and remains stuck on the loading screen indefinitely. This issue prevents the player from accessing the main menu or any gameplay features. The only solutions available to resolve this issue are to either forcefully close the game using the Alt + F4 keyboard shortcut or to restart the entire PC. This problem has been consistently reproducible and occurs every time the game is launched under certain conditions, which may include specific system configurations or recent updates. It is important to note that this issue does not produce an error report or crash log, making it challenging to diagnose the underlying cause. The game appears to be attempting to load resources or connect to online services but fails to progress beyond the initial loading phase.","When launching Minecraft, the game should successfully transition from the loading screen to the main menu without freezing or crashing. Players should be able to access their worlds, settings, and other features without the need to restart their computer or forcefully close the application. If there are connectivity issues or resource limitations, appropriate error messages should be displayed, guiding the player on how to resolve the issue without experiencing a complete halt in gameplay. The game should handle loading processes efficiently, ensuring a smooth experience consistent with the intended functionality of the software.","Minecraft Java Edition Version 1.21.8"
"MC-300874","Mob behaviour bug","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","Neutral Hostile mobs that have a permanent target sometimes briefly turn to another mob that attacks them. This happens often when the player has a tamed wolf and the player punches a mob, and when the wolf attacks it, it turns to look at the wolf for about 0.3 seconds. n n","1. Create a new Survival world with default settings.
2. Obtain a tamed wolf by feeding bones to a wild wolf until hearts appear.
3. Locate a neutral hostile mob, such as a pig or a cow, within a 16-block radius of your position.
4. Stand at least 5 blocks away from the neutral mob.
5. Punch the neutral mob to provoke it, ensuring it becomes hostile towards you.
6. Command your tamed wolf to attack the same neutral mob by right-clicking on the mob while holding the wolf's command.
7. Observe the behavior of the neutral mob as it briefly turns to face the tamed wolf while still being targeted by you.
8. Repeat steps 3 to 7 multiple times to confirm the behavior consistently occurs.","When a neutral hostile mob, such as a zombie or skeleton, has been set as a permanent target by a player attack, it typically continues to pursue that target without deviation. However, there is an observable bug where these mobs will briefly redirect their attention to other entities that attack them, such as a tamed wolf. 

Specifically, the issue arises under the following conditions:

1. **Initial Attack**: The player punches a neutral hostile mob, which sets that mob as the player's permanent target.
2. **Wolf Interaction**: If the player has a tamed wolf and the wolf subsequently attacks the same mob, the mob momentarily turns to face the wolf. This behavior occurs even though the mob is already engaged in combat with the player.
3. **Duration of Redirection**: The redirection of the mob's focus towards the wolf lasts for approximately 0.3 seconds before it resumes its attack on the player.

This behavior is inconsistent with the expected mechanics of mob targeting, where a mob should maintain focus on its permanent target unless it has been defeated or escapes its detection range. The brief shift in attention can disrupt combat dynamics and may lead to unintended consequences in player strategy, especially in multiplayer scenarios where tamed wolves are commonly used for assistance in combat.

Developers should investigate the underlying cause of this targeting behavior, as it may relate to the infighting mechanics and the way mob aggression is handled when multiple entities are involved in combat.","When a neutral hostile mob is engaged in combat with a permanent target, it should consistently focus its attention on that target, regardless of any other mobs that may attack it, including tamed wolves. Specifically, if the player punches a mob, causing it to become hostile, the mob should not momentarily redirect its attention to the tamed wolf that subsequently attacks it. The intended behavior is that the mob remains locked onto the player or entity that initially provoked it, maintaining its aggression and not exhibiting brief distractions towards other attackers. This ensures that the mechanics of mob targeting and retaliation function as designed, allowing for strategic gameplay without unexpected interruptions in mob behavior.","Minecraft Java Edition Version 1.21.8"
"MC-300875","Mob bug","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","Breaking a gold-related block does not aggravate Piglin Brutes. n n","1. Create a new Survival world with default settings.
2. Locate a Bastion Remnant in the Nether.
3. Ensure you are not wearing any gold armor.
4. Find a Piglin Brute within the Bastion.
5. Approach the Piglin Brute while remaining at least 16 blocks away to avoid immediate aggression.
6. Identify and break a gold-related block such as a Block of Gold, Gold Ore, Gilded Blackstone, Nether Gold Ore, or Block of Raw Gold while staying within the vicinity of the Piglin Brute.
7. Observe the behavior of the Piglin Brute after breaking the gold-related block to confirm that it does not become aggravated.","When a player breaks a gold-related block, such as a block of gold, gold ore, or gilded blackstone, Piglin Brutes do not exhibit any signs of aggravation. This behavior is inconsistent with the expected reactions of other Piglins, which become aggravated when a player breaks gold-related blocks within their detection range. 

- **Aggravation Trigger**: Piglins typically become aggravated when they witness a player breaking a gold-related block, resulting in medium aggravation. This should apply to all Piglins, including Piglin Brutes.
- **Aggravation Effects**: When aggravated, Piglins will pursue the player and can become hostile, attacking on sight regardless of whether the player is wearing gold armor.

- **Piglin Brutes' Reaction**: Piglin Brutes remain neutral and do not attack or show hostility when a player breaks gold-related blocks. This leads to an inconsistency in mob behavior, as Piglin Brutes should react similarly to regular Piglins.
- **Aggravation Range**: Piglin Brutes are within the same range as regular Piglins for aggravation, yet they do not respond appropriately when gold-related blocks are broken.

This discrepancy may affect gameplay balance, particularly in Bastion Remnants, where players can exploit this behavior to mine gold-related blocks without fear of reprisal from Piglin Brutes, unlike their interactions with regular Piglins. 

#### Conclusion
The lack of response from Piglin Brutes when gold-related blocks are broken needs to be addressed to ensure consistent mob behavior across different types of Piglins. This will enhance the gameplay experience and maintain the intended challenge within the game.","When a player breaks a gold-related block, such as gold ore or a block of gold, nearby Piglin Brutes should become aggravated and initiate an attack on the player. This behavior aligns with the established mechanics of Piglins and Piglin Brutes, where breaking gold-related blocks is intended to trigger a response from these mobs. Specifically, the Piglin Brutes should react regardless of whether the player is wearing gold armor, as they are not influenced by gold items. The expected outcome is that the Piglin Brutes within a certain range (up to 16 blocks) will become hostile towards the player, reflecting their programmed behavior to protect their territory and resources.","Minecraft Java Edition Version 1.21.8"
"MC-300876","World gen can be different for the same seed.","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","Trees can be in different locations different shapes when using the same seed more than once. Strongholds sometimes get overridden by caves, and sometimes not in the same seed. In general, structures features that collide can be different on every seed except for trees which are just different for some reason. n n n n","1. Launch Minecraft and select ""Singleplayer"" from the main menu.
2. Click on ""Create New World.""
3. In the ""World Name"" field, enter any name you prefer.
4. In the ""Seed for the World Generator"" field, input a specific seed number or phrase (e.g., 123456789 or ""exampleSeed"").
5. Set the ""Game Mode"" to ""Survival"" or ""Creative"" as desired.
6. Click on ""Create New World"" to generate the world.
7. Once the world has loaded, take note of the locations and shapes of trees, strongholds, and other structures.
8. Return to the main menu and repeat steps 2-6 using the same seed.
9. After the second world loads, compare the locations and shapes of trees, strongholds, and other structures with those from the first world.
10. Observe any differences in tree placement, structure locations, and the presence of caves or strongholds overlapping with other features.","When generating worlds using the same seed in Minecraft, players may encounter inconsistencies in world generation. Specifically, the following behaviors have been observed:

1. **Tree Generation:**
   - Trees can spawn in different locations and exhibit varying shapes and sizes each time the same seed is used. This inconsistency is notable, as it deviates from the expected behavior where identical seeds should produce identical world features.

2. **Stronghold Placement:**
   - Strongholds may either be overridden by cave systems or appear unobstructed, even when using the same seed. This results in unpredictable stronghold locations, which can affect gameplay, especially for players relying on strongholds for resources or portal access.

3. **Structural Collision:**
   - Various structures, such as villages, temples, and mineshafts, may collide with other terrain features in some instances but not in others. This leads to variability in how structures are generated, making the experience of exploring the world distinct across different instances of the same seed.

4. **General World Generation Inconsistency:**
   - While biomes and terrain shapes remain consistent across uses of the same seed, the placement of generated structures and natural features can vary significantly. This includes the potential for features like caves, ravines, and other geological formations to alter the expected layout of the world.

These inconsistencies in world generation can lead to confusion among players, as the expectation is that reusing a seed should yield an identical world. Understanding the underlying mechanics of how world generation is processed is crucial for addressing these discrepancies.","When a world is generated using a specific seed, the expected behavior is that the terrain, including trees, structures, and biomes, should remain consistent across multiple generations. Trees should spawn in the same locations and maintain the same shapes each time the seed is used. Additionally, structures such as strongholds should have fixed locations and should not be overridden by cave systems or other features. The game’s world generation algorithm is designed to ensure that the same seed produces identical results in terms of terrain layout and structural placements, as outlined in the official documentation on seed generation. Any deviation from this expected behavior indicates a bug that needs to be addressed to maintain the integrity of world generation in Minecraft.","Minecraft Java Edition Version 1.21.8"
"MC-300902","Anvil GUI: Title text rendering priority incorrectly higher than input field text","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","When replacing the default anvil title texture with a custom image (by modifying the title name), the new texture renders above the input text field, obscuring typed text. n n n n","1. Launch Minecraft and create a new Creative world with default settings.
2. Obtain an Anvil from the inventory (search for ""Anvil"" in the search bar and drag it into your inventory).
3. Place the Anvil on the ground in your world.
4. Open the Anvil GUI by right-clicking (or tapping) on the Anvil.
5. In the first input field, type a custom name for an item (e.g., ""Test Item"").
6. In the second input field, place an item that you want to rename (e.g., a Diamond Sword).
7. Before clicking on the output field, modify the title texture by replacing the default anvil title with a custom image through resource pack settings (ensure the custom image is correctly formatted and loaded).
8. Observe the Anvil GUI; type text into the input field while the custom title texture is displayed.
9. Note that the custom title texture renders above the input text field, obscuring any text you type.","When a player replaces the default title texture in the Anvil GUI with a custom image by modifying the title name, the new texture is rendered with a higher priority than the text input field. This results in the custom title image overlapping and obscuring any text that the player types into the input field. The issue is particularly problematic when attempting to rename items, as players cannot see the text they are entering, making it difficult to confirm the desired name before finalizing the action. This rendering issue affects all versions of Minecraft that allow for custom title textures in the Anvil GUI, and it persists regardless of the resolution or graphical settings. The obscured text issue occurs consistently, making it a significant usability concern within the Anvil interface.","When a custom title texture is applied in the anvil GUI, the new texture should render behind the input text field, allowing any typed text to be fully visible and unobscured. This behavior aligns with the intended design of the anvil interface, where the focus should remain on the player's input. The text field should be prioritized in rendering order, ensuring that users can clearly see and edit the names of items without interference from the title texture. This would maintain usability and prevent confusion during item renaming, consistent with the expected functionality of the anvil in Minecraft.","Minecraft Java Edition Version 1.21.8"
"MC-300903","Item sorting broken with Copper golem in underground warehouse setup.","Bug","25w32a","None","Unconfirmed","(Unassigned)","Awaiting Response","None","In Snapshot 25w32a, I encountered a consistent issue with the Copper Golem s item sorting behavior. The golem fails to deposit items into chests that already contain the same item, even when those chests are not full. n nFor example, I placed diamonds into a regular chest. Later, I added more diamonds into a Copper Chest. Instead of depositing them into the original chest (which still had space and already contained diamonds), the golem chose a different chest sometimes even one containing unrelated items like copper. n nMy storage system includes two separate underground warehouses, each with 10 chests (5 on the left, 5 on the right). Each warehouse has its own Copper Golem, so there s no overload. All chests are on the same level, with plenty of space above them. The only visual indicator I used was a single item frame on one chest, but the golem ignored it. n nThe issue occurs every time I attempt to sort items. The golem seems to forget which chests it has already used and does not consistently check all 10 available chests. This behavior makes the sorting system unreliable and breaks the intended functionality. n nPlease investigate this bug it significantly affects gameplay and automation. n n","1. Create a new world in Minecraft using Snapshot 25w32a in Creative mode.
2. Build two separate underground warehouses, each consisting of 10 chests (5 on the left and 5 on the right) placed on the same level.
3. Ensure that each warehouse has its own Copper Golem by crafting and placing a Copper Golem in each warehouse.
4. Fill one regular chest in the first warehouse with diamonds, ensuring that it has available space.
5. Place a Copper Chest in the second warehouse and add more diamonds to it.
6. Observe the Copper Golem's behavior as it attempts to sort the diamonds from the Copper Chest.
7. Note which chest the Copper Golem chooses to deposit the diamonds into and whether it correctly deposits them into the original chest containing diamonds.
8. Repeat the process by adding different items (e.g., copper) to the Copper Chest and observe if the Copper Golem still fails to utilize the original chest with existing items.
9. Make sure to check that the chests remain in the same position and that there are no obstructions above them.
10. Document the instances when the Copper Golem chooses a chest with unrelated items instead of the one that already contains the same item.","In Snapshot 25w32a, the Copper Golem exhibits inconsistent item sorting behavior when interacting with chests in an underground warehouse setup. Specifically, when the Copper Golem attempts to deposit items, it fails to place them into chests that already contain the same item type, despite those chests having available space. 

For instance, if I have placed diamonds in one chest and then add more diamonds into a different chest, the Copper Golem may choose to deposit the additional diamonds into a completely unrelated chest, sometimes even one that contains items like copper instead of the intended chest that already holds diamonds.

The storage system consists of two underground warehouses, each containing 10 chests organized into two rows (5 chests on the left and 5 on the right). Each warehouse is operated by its own Copper Golem, ensuring there is no overload on any single golem. All chests are positioned at the same vertical level, with ample space above them for the golems to operate without obstruction. The only visual sorting aid used is a single item frame on one of the chests, which the Copper Golem appears to ignore entirely.

This issue occurs consistently every time I attempt to sort items. It seems that the Copper Golem does not retain knowledge of which chests it has previously utilized, leading to an unreliable sorting process where it fails to check all available chests effectively. This erratic behavior disrupts the intended functionality of the item sorting system, making it unreliable for inventory management and automation purposes. 

Please investigate this bug, as it significantly impacts gameplay and the efficiency of automated sorting systems in Minecraft.","When a Copper Golem is tasked with sorting items in a storage system, it should deposit items into the appropriate chests that already contain the same item type, provided those chests have available space. For instance, if the player places diamonds into one chest and later adds more diamonds into another, the Copper Golem should recognize that the first chest already has diamonds and deposit the new diamonds there, instead of choosing a different chest, even if it contains unrelated items. The Golem should consistently check all available chests in the sorting system, ensuring that it utilizes the most efficient storage options based on item type and existing inventory. This behavior aligns with the intended functionality of automated sorting systems in Minecraft, which are designed to streamline inventory management and enhance gameplay efficiency.","Minecraft Java Edition Version 25w32a (snapshot)"
"MC-300905","hopper bug","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","Before reading it. n nI am not a native English speaker, so my English is not good. n n n n n nBug: n nHopper can pass some items to next hopper. n nbut in this procedure, the item in bug hopper is gone. n nFix: destroy the bug hopper and fill again the same location. n n n n I don t know how to generate this bug, and I think this bug is very rare to happen n nbut if it happen, when you put some important items in the hopper your important item may be gone. n n n n","1. Create a new Survival world with default settings.
2. Gather at least two hoppers and several items (preferably non-stackable items for better testing).
3. Place one hopper facing into another hopper, ensuring the top hopper is the one you will test (referred to as the ""bug hopper"").
4. Fill the bug hopper with the items you want to test.
5. Wait for a few moments to allow the hoppers to process the items.
6. Check the inventory of the next hopper to see if any items were transferred from the bug hopper.
7. If items are missing from the bug hopper, destroy the bug hopper and replace it in the same location.
8. Refill the newly placed hopper with items and observe if the issue occurs again.","The bug occurs when a hopper attempts to transfer items to another hopper. During this transfer process, the item that is supposed to be moved from the source hopper (referred to as the ""bug hopper"") is lost entirely and does not reach the destination hopper. This leads to the item disappearing from the game, which can be particularly problematic if the item is valuable or important to the player.

The specific conditions under which this bug manifests are unclear, and it appears to be a rare occurrence. However, it is critical to note that when this bug happens, any items placed in the bug hopper may be permanently lost, resulting in potential frustration for players who rely on hoppers for item management and transportation.

To temporarily resolve the issue, players can destroy the bug hopper and replace it in the same location, after which they can refill it with items. This workaround is not ideal, as it requires additional time and effort, and it does not guarantee that the bug will not occur again in the future.

In summary, this bug disrupts the normal functionality of hoppers by causing items to vanish during the transfer process, which can lead to significant gameplay issues for players who depend on hoppers for item logistics.","When a hopper is functioning correctly, it should transfer items from its inventory to the next hopper without any items disappearing. Specifically, when an item enters the hopper, it should either be pushed to the adjacent hopper or pulled from a container above it, depending on the configuration. The item should remain in the hopper's inventory until it is successfully transferred. In the event of a transfer, the item should be visible in the next hopper's inventory, and no items should be lost during this process. If a hopper is broken, the items in its inventory should drop as item entities, allowing players to collect them. Therefore, the expected behavior is that items should always be accounted for and transferred correctly between hoppers without any loss.","Minecraft Java Edition Version 1.21.8"
"MC-300925","Copper golems refuse to open chests being viewed by a player in Spectator mode","Bug","25w32a","None","Community Consensus","Mob behaviour","Cannot Reproduce","None","Steps to reproduce: n n1. Set up any environment where a copper golem would open a copper chest. n n n2. Enter spectator mode and click on the copper chest to view it s contents. n n n nExpected Behavior: n n1. In the circumstance that a player is in spectator mode, players should not be able to make any noticable changes to the world. n n n2. The copper golem should be able to interact with the copper chest as if no player is currently opening it. n n n nWhat happens: n n1. The copper golem will refuse to open the copper chest, allowing players in spectator mode to break or interrupt contraptions that use copper golems. n n n nThis bug makes it annoying to debug and analyze the speed of copper golem contraptions when using spectator mode. n n","1. Create a new Creative world with default settings.
2. Gather the necessary materials to craft a copper golem and a copper chest.
3. Place the copper chest on the ground in an open area.
4. Craft and place a copper golem nearby, ensuring it has access to a copper button or redstone signal to trigger its opening action.
5. Enter Spectator mode by pressing F3 + N (Java Edition).
6. Fly over to the copper chest and click on it to view its contents.
7. Observe the behavior of the copper golem as it attempts to open the chest while you are viewing it in Spectator mode.","1. When a player enters Spectator mode and clicks on a copper chest to view its contents, the copper golem present in the environment does not attempt to open the chest, despite being programmed to do so when a player is not interacting with it.
   
2. This results in the copper golem being unable to perform its intended function of interacting with the copper chest, which disrupts any redstone contraptions or automation systems that rely on the copper golem's ability to open and close chests.

3. The presence of the player in Spectator mode effectively halts the copper golem's actions, leading to potential misinterpretations of the golem's behavior and performance during testing or debugging sessions.

4. As a consequence, players who are testing or analyzing the functionality of copper golem contraptions are unable to accurately assess their efficiency or troubleshoot issues, as the golem's inability to interact with the chest skews the expected outcomes of the contraption's operation. 

5. This bug highlights a limitation in the interaction mechanics between spectator mode and entity behaviors, specifically regarding automation systems involving copper golems and chests.","When a player is in spectator mode and views a copper chest, the copper golem should still be able to interact with the chest as if the player were not present. This means that the copper golem should open the chest and perform its intended actions, such as retrieving or placing items, without being hindered by the player's interaction with the chest GUI. The spectator mode is designed to allow players to observe the world without influencing it, so the copper golem's behavior should remain unaffected by the player's presence in this mode. This would ensure that copper golem contraptions function properly and allow players to debug and analyze their mechanisms without interruption.","Minecraft Java Edition Version 25w32a (snapshot)"
